timestamp,cpu_percent_system,virtual_memory_used_bytes_system,virtual_memory_total_bytes_system
2025-06-08T11:09:13.123417,0.0,6129909760,17179869184
2025-06-08T11:09:13.636928,87.9,6111035392,17179869184
2025-06-08T11:09:14.141007,73.8,6134464512,17179869184
2025-06-08T11:09:14.646358,74.4,5902909440,17179869184
2025-06-08T11:09:15.149647,72.5,5916590080,17179869184
2025-06-08T11:09:15.655498,57.0,5906251776,17179869184
2025-06-08T11:09:16.160899,57.7,5961269248,17179869184
2025-06-08T11:09:16.666356,84.1,5977751552,17179869184
2025-06-08T11:09:17.167212,100.0,5965479936,17179869184
2025-06-08T11:09:17.673009,100.0,5602246656,17179869184
2025-06-08T11:09:18.177244,100.0,5923864576,17179869184
2025-06-08T11:09:18.681991,100.0,6011731968,17179869184
2025-06-08T11:09:19.201567,100.0,6041927680,17179869184
2025-06-08T11:09:19.709410,100.0,6091603968,17179869184
2025-06-08T11:09:20.215259,100.0,6097289216,17179869184
2025-06-08T11:09:20.720130,100.0,6100369408,17179869184
2025-06-08T11:09:21.225404,100.0,6080348160,17179869184
2025-06-08T11:09:21.731821,100.0,6064209920,17179869184
2025-06-08T11:09:22.235212,100.0,6043697152,17179869184
2025-06-08T11:09:22.741412,100.0,6022283264,17179869184
2025-06-08T11:09:23.250415,100.0,5994856448,17179869184
2025-06-08T11:09:23.754469,100.0,6003900416,17179869184
2025-06-08T11:09:24.258592,100.0,6003736576,17179869184
2025-06-08T11:09:24.763844,100.0,5984010240,17179869184
2025-06-08T11:09:25.266808,100.0,5962088448,17179869184
2025-06-08T11:09:25.768722,100.0,5971165184,17179869184
2025-06-08T11:09:26.277724,100.0,5990678528,17179869184
2025-06-08T11:09:26.782690,100.0,5998329856,17179869184
2025-06-08T11:09:27.292409,100.0,5996232704,17179869184
2025-06-08T11:09:27.799078,100.0,6001033216,17179869184
2025-06-08T11:09:28.317018,100.0,6001983488,17179869184
2025-06-08T11:09:28.825019,100.0,6002835456,17179869184
2025-06-08T11:09:29.338584,100.0,5994938368,17179869184
2025-06-08T11:09:29.845162,100.0,5998903296,17179869184
2025-06-08T11:09:30.346661,100.0,6001000448,17179869184
2025-06-08T11:09:30.850490,100.0,6001737728,17179869184
2025-06-08T11:09:31.354047,100.0,6003916800,17179869184
2025-06-08T11:09:31.864865,100.0,6003687424,17179869184
2025-06-08T11:09:32.372686,100.0,6000197632,17179869184
2025-06-08T11:09:32.878719,100.0,5974097920,17179869184
2025-06-08T11:09:33.384233,100.0,5921112064,17179869184
2025-06-08T11:09:33.885788,100.0,5899943936,17179869184
2025-06-08T11:09:34.388232,100.0,5879758848,17179869184
2025-06-08T11:09:34.892381,100.0,5854789632,17179869184
2025-06-08T11:09:35.394618,100.0,5767528448,17179869184
2025-06-08T11:09:35.900174,93.1,5712576512,17179869184
2025-06-08T11:09:36.402885,74.7,5718573056,17179869184
2025-06-08T11:09:36.908076,88.6,5718245376,17179869184
2025-06-08T11:09:37.408625,100.0,5431918592,17179869184
2025-06-08T11:09:37.913868,93.6,4734697472,17179869184
2025-06-08T11:09:38.419221,81.5,4751851520,17179869184
2025-06-08T11:09:38.921449,54.1,4831428608,17179869184
2025-06-08T11:09:39.426685,77.2,4852973568,17179869184
2025-06-08T11:09:39.928659,43.1,4800479232,17179869184
2025-06-08T11:09:40.433961,38.3,4811915264,17179869184
2025-06-08T11:09:40.934480,38.4,4822089728,17179869184
2025-06-08T11:09:41.437489,43.2,4837064704,17179869184
2025-06-08T11:09:41.942928,71.7,4822974464,17179869184
