timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-06T11:14:28.858014,0.0,75.1
2025-06-06T11:14:33.880244,75.1,74.6
2025-06-06T11:14:38.906300,100.0,76.3
2025-06-06T11:14:43.934199,100.0,76.6
2025-06-06T11:14:48.958855,100.0,77.4
2025-06-06T11:14:53.982471,100.0,77.8
2025-06-06T11:14:59.018891,100.0,77.9
2025-06-06T11:15:04.035346,100.0,76.9
2025-06-06T11:15:09.047809,100.0,77.9
2025-06-06T11:15:14.076162,100.0,78.1
2025-06-06T11:15:19.120769,100.0,77.0
2025-06-06T11:15:24.150120,100.0,78.3
2025-06-06T11:15:29.196233,78.2,72.7
