Age,DistanceFromHome,EmployeeNumber,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Department_Finance,Department_HR,Department_Hum Res,Department_Human Resource,Department_Human Resources,Department_IT,Department_Marketing,Department_Other,Department_R&D,Department_R&D Lab,Department_ResDev,Department_Research and Dev,Department_Sale,Department_Sale Dept,Department_Sales,Department_Sales ,Department_Saless,Gender_ fem ,Gender_F,Gender_Female,Gender_M,Gender_Mal,Gender_Male,Gender_female,MaritalStatus_DIVORCED,MaritalStatus_Divorced,MaritalStatus_MARRIED,MaritalStatus_Married,MaritalStatus_SINGLE,MaritalStatus_Single,OverTime_ NO ,OverTime_ YES ,OverTime_N,OverTime_No,OverTime_Y,OverTime_Yes,OverTime_no,OverTime_yes,StagnationScore,TenureRatio,PCA1,PCA2,PCA3,Attrition
44.28,1.4,1,2.0,3,2,4.0,7,3,8.0,1.0,6.609025218878255,4,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,0.34843920196938544,-0.27421263107781546,0.41199442247839224,-0.7458801911348703,1
52.92,11.2,2,3.0,2,2,2.0,6,4,10.0,3.0,9.805270987848258,7,1.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.022139310490413056,0.41356063079805305,0.5078524827880455,-0.48951996896727984,-0.9008466950414691,0
39.96,2.8,4,3.0,2,1,3.0,1,3,7.0,3.0,0.0,0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,0.0,-2.521330228123674,1.4528736921287537,0.6794401328716458,1
35.64,4.2,5,3.0,3,1,3.0,3,3,8.0,3.0,8.189113307370427,7,4.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.07952580359850389,0.4317441697009189,-0.5658544174242413,-1.6240451270599428,-0.15436961562614546,0
29.16,2.8,7,3.0,3,1,2.0,4,3,6.0,3.0,2.966919900464059,2,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.1463348833978684,0.20856150858108943,-1.5736376200898188,-0.21027545575168227,1.1291327932524742,0
34.56,2.8,8,3.0,3,1,4.0,3,3,8.0,2.0,7.040485402972283,7,4.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.09250013021160425,0.3711865266123385,-0.6895869613297363,-1.3892598599720223,0.24824757246782198,0
63.72,4.2,10,3.0,4,1,1.0,2,4,12.0,2.0,0.7917718182243125,0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.0,0.02782905005878758,-1.603652506354501,2.1781363898065873,0.4171209481018854,0
32.4,33.6,11,3.0,3,1,3.0,3,4,1.0,3.0,1.4287516257940562,0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.6026099883923758,-2.4772880781948667,-1.3262539154695179,-1.3499292526781403,0
41.04,32.2,12,4.0,2,3,3.0,8,4,10.0,3.0,9.359064139912356,7,1.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.023194833970295307,0.3947407954536269,0.8509838898611832,-0.44226310802962193,-1.111503647092833,0
38.88,37.8,13,3.0,3,2,3.0,6,3,17.0,2.0,6.52426412467598,7,10.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.23291110581360006,0.16186844751742546,1.1608540159599148,-0.3635447007589583,1.8059514503179743,0
37.8,22.4,14,3.0,4,1,2.0,2,3,6.0,3.0,4.7319199499104885,4,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0,0.33263330199238716,-1.6739371991421066,-0.3282487178307428,-0.9972237197647714,0
31.32,21.0,15,4.0,2,2,3.0,4,3,10.0,3.0,9.54826442824744,5,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,0.4027207677244598,-0.5754250264237492,-0.8035238097107712,-1.0433893276059714,0
33.48,36.4,16,3.0,3,1,3.0,3,3,5.0,2.0,5.214006420494714,2,6.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.16653753090086498,0.43982624996641506,-1.278338591869133,-1.4860468100716535,0.7340132500152515,0
