timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-06T10:40:09.331428,0.0,76.3
2025-06-06T10:40:14.360565,66.4,79.0
2025-06-06T10:40:19.391199,100.0,78.8
2025-06-06T10:40:24.414369,100.0,79.7
2025-06-06T10:40:29.442922,100.0,79.8
2025-06-06T10:40:34.473223,100.0,80.8
2025-06-06T10:40:39.491117,100.0,81.1
2025-06-06T10:40:44.511453,100.0,81.0
2025-06-06T10:40:49.536092,100.0,80.0
2025-06-06T10:40:54.556568,100.0,80.3
2025-06-06T10:40:59.577891,100.0,80.9
2025-06-06T10:41:04.603766,100.0,80.6
2025-06-06T10:41:09.631901,100.0,80.3
2025-06-06T10:41:14.658539,100.0,80.0
2025-06-06T10:41:19.681453,100.0,80.2
2025-06-06T10:41:24.705935,100.0,80.5
2025-06-06T10:41:29.734557,100.0,80.7
2025-06-06T10:41:34.774550,100.0,79.7
2025-06-06T10:41:39.791414,75.2,77.2
