timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-06T13:30:37.212036,0.0,73.0
2025-06-06T13:30:42.231466,90.7,76.5
2025-06-06T13:30:47.289312,100.0,77.2
2025-06-06T13:30:52.312749,100.0,77.4
2025-06-06T13:30:57.335798,100.0,77.7
2025-06-06T13:31:02.367744,100.0,76.9
2025-06-06T13:31:07.392143,100.0,77.3
2025-06-06T13:31:12.408679,100.0,78.0
2025-06-06T13:31:17.447861,100.0,78.0
2025-06-06T13:31:22.475217,100.0,77.3
2025-06-06T13:31:27.506317,100.0,78.3
2025-06-06T13:31:32.535142,100.0,77.9
2025-06-06T13:31:37.564804,100.0,77.8
2025-06-06T13:31:42.586108,100.0,78.7
2025-06-06T13:31:47.605536,100.0,78.0
2025-06-06T13:31:52.628958,100.0,77.5
2025-06-06T13:31:57.653217,100.0,78.0
2025-06-06T13:32:02.672576,100.0,77.9
2025-06-06T13:32:07.701213,100.0,78.3
2025-06-06T13:32:12.729899,100.0,78.2
2025-06-06T13:32:17.744965,100.0,77.2
2025-06-06T13:32:22.759386,100.0,76.2
2025-06-06T13:32:27.783844,100.0,76.3
