timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-06T12:44:30.517427,0.0,75.6
2025-06-06T12:44:35.536610,90.9,75.8
2025-06-06T12:44:40.574961,100.0,77.6
2025-06-06T12:44:45.608236,100.0,78.9
2025-06-06T12:44:50.629936,100.0,78.9
2025-06-06T12:44:55.671543,100.0,78.8
2025-06-06T12:45:00.710825,100.0,78.4
2025-06-06T12:45:05.743022,100.0,79.4
2025-06-06T12:45:10.769140,100.0,79.4
2025-06-06T12:45:15.815245,100.0,78.3
2025-06-06T12:45:20.853284,100.0,78.5
2025-06-06T12:45:25.892173,100.0,79.0
2025-06-06T12:45:30.910820,100.0,79.0
2025-06-06T12:45:35.939302,100.0,79.2
2025-06-06T12:45:40.962488,100.0,79.8
2025-06-06T12:45:46.019762,100.0,79.6
2025-06-06T12:45:51.056249,100.0,80.1
2025-06-06T12:45:56.081986,100.0,79.7
2025-06-06T12:46:01.119109,100.0,79.7
2025-06-06T12:46:06.151177,100.0,79.6
2025-06-06T12:46:11.176631,100.0,79.6
2025-06-06T12:46:16.193234,94.1,75.0
