timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-04T18:33:18.215949,0.0,68.6
2025-06-04T18:33:23.233431,74.8,69.1
2025-06-04T18:33:28.266266,100.0,70.4
2025-06-04T18:33:33.285038,100.0,69.8
2025-06-04T18:33:38.312815,100.0,71.0
2025-06-04T18:33:43.333592,100.0,70.8
2025-06-04T18:33:48.368364,100.0,70.5
2025-06-04T18:33:53.404482,100.0,71.7
2025-06-04T18:33:58.441861,100.0,72.6
2025-06-04T18:34:03.474844,100.0,72.3
2025-06-04T18:34:08.505287,100.0,72.1
2025-06-04T18:34:13.529721,100.0,72.0
2025-06-04T18:34:18.553553,95.7,71.3
2025-06-04T18:34:23.566543,65.5,66.5
