timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-06T11:15:32.209417,0.0,72.3
2025-06-06T11:15:37.225828,84.9,74.8
2025-06-06T11:15:42.249064,100.0,75.7
2025-06-06T11:15:47.264364,100.0,75.9
2025-06-06T11:15:52.286890,100.0,76.2
2025-06-06T11:15:57.317176,100.0,76.7
2025-06-06T11:16:02.343074,100.0,76.7
2025-06-06T11:16:07.362293,100.0,76.9
2025-06-06T11:16:12.388871,100.0,76.2
2025-06-06T11:16:17.411640,100.0,77.5
2025-06-06T11:16:22.433771,100.0,77.9
2025-06-06T11:16:27.479971,100.0,78.0
2025-06-06T11:16:32.513845,99.4,77.6
2025-06-06T11:16:37.533183,62.4,74.3
