timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-06T10:41:40.813185,0.0,76.8
2025-06-06T10:41:45.835470,86.7,78.5
2025-06-06T10:41:50.850041,100.0,79.1
2025-06-06T10:41:55.874923,100.0,79.1
2025-06-06T10:42:00.938970,100.0,78.9
2025-06-06T10:42:05.963994,100.0,79.9
2025-06-06T10:42:10.993953,100.0,80.2
2025-06-06T10:42:16.018839,100.0,79.6
2025-06-06T10:42:21.042929,100.0,80.0
2025-06-06T10:42:26.067757,100.0,80.3
2025-06-06T10:42:31.092500,100.0,80.5
2025-06-06T10:42:36.115884,100.0,79.6
2025-06-06T10:42:41.139137,100.0,79.9
2025-06-06T10:42:46.165089,100.0,79.7
2025-06-06T10:42:51.178656,100.0,80.4
2025-06-06T10:42:56.200314,100.0,80.6
2025-06-06T10:43:01.235315,100.0,79.9
2025-06-06T10:43:06.263963,100.0,80.4
2025-06-06T10:43:11.298880,91.4,75.8
