Age,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,MaritalStatus_Single,OverTime_No,OverTime_Yes,CompensationSatisfaction,ExperienceRatio,CommuteSatisfactionRatio,StagnationScore,SatisfactionIndex,JobSatisfaction_WorkLifeBalance,PCA1,PCA2,Attrition
41.0,2.0,3.0,2.0,4.0,7.0,8.0,6.133017565731917,4.0,1.0,0.0,1.0,0.5706815547954995,0.1951219512195122,0.25,0.13359549515634464,0.5,4.0,-0.81480000406944,-0.3497117456233158,1
49.0,3.0,2.0,2.0,2.0,6.0,10.0,9.708272564917278,7.0,0.0,1.0,0.0,0.3090148097861488,0.20408163265306123,4.0,0.2208108289465052,0.5199999999999999,6.0,0.2046867813313546,0.6517115773556671,0
37.0,4.0,2.0,1.0,3.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1891891891891892,0.6666666666666666,0.0,0.66,9.0,-2.9958598821803144,-0.9580339130375028,1
33.0,4.0,3.0,1.0,3.0,3.0,8.0,6.950551831875917,7.0,0.0,0.0,1.0,0.4316204054822962,0.24242424242424243,1.0,0.1794105492811472,0.66,9.0,-0.6398582781053743,-1.026293407849886,0
27.0,1.0,3.0,1.0,2.0,3.0,6.0,1.5455937446491934,2.0,0.0,1.0,0.0,1.9410016444398306,0.2222222222222222,1.0,0.05233880102353405,0.4,6.0,-1.9103331174184013,0.5063181182517656,0
32.0,4.0,3.0,1.0,4.0,3.0,8.0,6.80760824157985,7.0,1.0,1.0,0.0,0.44068340796646466,0.25,0.5,0.1762968096708564,0.6799999999999999,8.0,-0.6516759906273835,-1.4292931164831189,0
59.0,3.0,4.0,1.0,1.0,2.0,12.0,0.3115364505531675,0.0,0.0,0.0,1.0,6.419794526286663,0.2033898305084746,3.0,0.006786197157407548,0.38,2.0,-2.2941896197462404,2.812334779494786,0
30.0,4.0,3.0,1.0,3.0,2.0,1.0,1.125941726175335,0.0,0.0,1.0,0.0,1.7762908625775131,0.03333333333333333,8.0,0.024526383760264354,0.66,9.0,-3.611776738921267,-0.23137035350932872,0
38.0,4.0,2.0,3.0,3.0,8.0,10.0,9.328318647072583,7.0,1.0,1.0,0.0,0.2858678790420095,0.2631578947368421,7.666666666666667,0.21253429439446408,0.66,9.0,0.7434222308667273,-0.3073685753286348,0
36.0,3.0,3.0,2.0,3.0,6.0,17.0,7.036173129502306,7.0,0.0,1.0,0.0,0.4263681329018408,0.4722222222222222,9.0,0.21861791595091437,0.54,6.0,1.8476765221720435,0.8742829556766512,0
35.0,1.0,4.0,1.0,2.0,2.0,6.0,3.8840966966578456,4.0,0.0,1.0,0.0,0.5149202391693654,0.17142857142857143,8.0,0.08460726157453977,0.4,6.0,-2.1351169250484223,1.1222884292508701,0
29.0,4.0,2.0,2.0,3.0,4.0,10.0,9.070022646873088,5.0,1.0,0.0,1.0,0.22050661590018242,0.3448275862068966,5.0,0.19757226415895052,0.66,9.0,0.06929095427474029,-0.6337130099920839,0
31.0,1.0,3.0,1.0,3.0,3.0,5.0,4.472130001956341,2.0,0.0,1.0,0.0,0.6708212862076114,0.16129032258064516,8.666666666666666,0.13475866683837187,0.42000000000000004,6.0,-1.4734354957836455,0.832516505609754,0
34.0,2.0,3.0,1.0,4.0,2.0,3.0,1.5757871434499433,2.0,0.0,1.0,0.0,1.26920695368875,0.08823529411764706,4.75,0.04366093412095142,0.62,12.0,-2.927849830794541,-1.840449087402702,0
