timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-06T11:30:29.995713,0.0,73.6
2025-06-06T11:30:35.014792,75.4,74.5
2025-06-06T11:30:40.042187,100.0,75.7
2025-06-06T11:30:45.067137,100.0,76.7
2025-06-06T11:30:50.096960,100.0,77.0
2025-06-06T11:30:55.113960,100.0,76.3
2025-06-06T11:31:00.145036,100.0,76.6
2025-06-06T11:31:05.165402,100.0,77.0
2025-06-06T11:31:10.189680,100.0,78.0
2025-06-06T11:31:15.209453,100.0,76.9
2025-06-06T11:31:20.237299,100.0,77.0
2025-06-06T11:31:25.251790,98.0,71.3
