timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-06T10:47:58.899094,0.0,76.9
2025-06-06T10:48:03.925459,90.7,75.2
2025-06-06T10:48:08.958919,100.0,77.1
2025-06-06T10:48:14.009515,100.0,77.6
2025-06-06T10:48:19.043378,100.0,77.3
2025-06-06T10:48:24.073894,100.0,77.2
2025-06-06T10:48:29.107158,100.0,76.2
2025-06-06T10:48:34.128535,100.0,76.6
2025-06-06T10:48:39.160225,100.0,77.1
2025-06-06T10:48:44.206293,100.0,78.0
2025-06-06T10:48:49.234033,100.0,76.4
2025-06-06T10:48:54.264429,92.1,74.2
