Age,DistanceFromHome,EmployeeNumber,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Department_Finance,Department_HR,Department_Hum Res,Department_Human Resource,Department_Human Resources,Department_IT,Department_Marketing,Department_Other,Department_R&D,Department_R&D Lab,Department_ResDev,Department_Research and Dev,Department_Sale,Department_Sale Dept,Department_Sales,Department_Sales ,Department_Saless,Gender_ fem ,Gender_F,Gender_Female,Gender_M,Gender_Mal,Gender_Male,Gender_female,MaritalStatus_DIVORCED,MaritalStatus_Divorced,MaritalStatus_MARRIED,MaritalStatus_Married,MaritalStatus_SINGLE,MaritalStatus_Single,OverTime_ NO ,OverTime_ YES ,OverTime_N,OverTime_No,OverTime_Y,OverTime_Yes,OverTime_no,OverTime_yes,StagnationScore,TenureRatio,PCA1,PCA2,PCA3,Attrition
41.0,1,1,2.0,3,2,4.0,7,3,8.0,1.0,6.609025218878255,4,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,0.34843920196938544,-0.2742099131534926,0.4120140347540683,-0.746006212650029,1
49.0,8,2,3.0,2,2,2.0,6,4,10.0,3.0,9.805270987848258,7,1.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.022139310490413056,0.41356063079805305,0.5078533116568885,-0.4895275034947985,-0.9008394389733319,0
37.0,2,4,3.0,2,1,3.0,1,3,7.0,3.0,0.0,0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,0.0,-2.5213227222532995,1.4529528691840905,0.6792265250548686,1
33.0,3,5,3.0,3,1,3.0,3,3,8.0,3.0,8.189113307370427,7,4.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.07952580359850389,0.4317441697009189,-0.5658569556782512,-1.624063194719024,-0.15430741143035276,0
27.0,2,7,3.0,3,1,2.0,4,3,6.0,3.0,2.966919900464059,2,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.1463348833978684,0.20856150858108943,-1.5736406724178615,-0.21030416688655457,1.129159790574127,0
32.0,2,8,3.0,3,1,4.0,3,3,8.0,2.0,7.040485402972283,7,4.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.09250013021160425,0.3711865266123385,-0.6895885126741471,-1.3892655040676962,0.24826840694169947,0
59.0,3,10,3.0,4,1,1.0,2,4,12.0,2.0,0.7917718182243125,0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.0,0.02782905005878758,-1.6036441176005471,2.178187010601278,0.41696680923044493,0
30.0,24,11,3.0,3,1,3.0,3,4,1.0,3.0,1.4287516257940562,0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.6026099883923758,-2.4772902971106125,-1.3262684012617185,-1.349863208266204,0
38.0,23,12,4.0,2,3,3.0,8,4,10.0,3.0,9.359064139912356,7,1.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.023194833970295307,0.3947407954536269,0.8509840843161661,-0.4422589592205672,-1.1115157753572276,0
36.0,27,13,3.0,3,2,3.0,6,3,17.0,2.0,6.52426412467598,7,10.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.23291110581360006,0.16186844751742546,1.1608535699023181,-0.36354820638010055,1.805949879988473,0
35.0,16,14,3.0,4,1,2.0,2,3,6.0,3.0,4.7319199499104885,4,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0,0.33263330199238716,-1.6739382924241237,-0.3282571047146653,-0.9971658223478387,0
29.0,15,15,4.0,2,2,3.0,4,3,10.0,3.0,9.54826442824744,5,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,0.4027207677244598,-0.5754322256968176,-0.8035889847669038,-1.0431478865140853,0
31.0,26,16,3.0,3,1,3.0,3,3,5.0,2.0,5.214006420494714,2,6.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.16653753090086498,0.43982624996641506,-1.2783431617227619,-1.4860891319886311,0.7341317509840005,0
34.0,19,18,3.0,3,1,4.0,2,3,3.0,3.0,0.7651505674662014,2,1.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.28371140017771834,0.10757348495823388,-1.9637093634360905,-0.04604799882773955,2.2676882705763983,0
28.0,24,19,3.0,2,1,3.0,1,3,6.0,3.0,4.240989569501447,2,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.0,0.298123040785004,-2.202120658852316,-0.38021811054804255,-0.6414819619577339,1
29.0,21,20,2.0,4,3,1.0,9,3,10.0,3.0,10.46322817931016,9,12.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.16597702745075674,0.4413115406379057,2.041654780599224,-1.5514382385982186,0.02972792664672532,0
32.0,5,21,3.0,4,1,2.0,3,3,7.0,2.0,5.581209304118443,2,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.33628682883023037,-1.7239017684620725,-0.14839400059962232,-0.6931463236782213,0
22.0,16,22,3.0,4,1,4.0,3,3,1.0,2.0,1.3385930327910498,0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.5645834569070174,-2.6884789775342846,-1.2094921213686092,-1.1547413186113553,0
53.0,2,23,1.0,2,4,4.0,10,3,31.0,3.0,25.93615955866036,8,4.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.025109570098645437,0.3528771715793362,4.506393445854113,0.49962992584813304,-1.412142874944799,0
38.0,2,24,3.0,3,1,4.0,4,3,6.0,3.0,3.198186970032221,2,1.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.06787656283910903,0.22481857332581656,-1.5081814460670386,0.2277523391397235,0.43461804582845315,0
24.0,11,26,1.0,4,2,3.0,5,3,5.0,2.0,3.6871918523835343,2,1.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0588745982128058,0.31103217651709325,-1.2007404581174859,0.07408035739238936,-0.5104897270311811,0
36.0,9,27,3.0,2,1,1.0,3,4,10.0,3.0,4.738769260233709,3,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0,0.19986886715292526,-1.439425453595337,0.32628872968245415,-0.34468716960415074,1
34.0,7,28,1.0,3,3,2.0,9,3,13.0,3.0,12.006516949883276,6,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.036160685026096956,0.38954108926443953,1.4212573177474725,-0.008600395925357987,-1.2334159986320872,0
21.0,15,30,3.0,3,1,4.0,1,3,0.0,3.0,0.1888847959865457,0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0,0.0,-3.198481852190857,0.8198068757316007,0.19731448710619495,0
34.0,6,31,3.0,3,1,1.0,3,3,8.0,3.0,4.031412299866592,2,1.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.053847615350529995,0.21254300567088763,-1.5791263264275752,0.2389297547105017,0.2158126998083786,1
53.0,5,32,3.0,3,5,3.0,10,3,26.0,2.0,14.250798182673089,13,6.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.06093186811291791,0.2311774293135087,4.288082338123055,0.8580405941829367,-0.44970586690522946,0
32.0,16,33,3.0,1,1,1.0,4,4,10.0,3.0,9.926527303539814,2,9.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.13121322223041687,0.4186749043829234,-0.37346407640133494,-1.6661020980514891,0.8071172076437676,1
42.0,8,35,3.0,5,2,2.0,8,3,10.0,3.0,9.09031148687011,7,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.09552233238923051,0.3834055129450104,0.976393674331137,-0.5544605120199636,-0.3501525297820409,0
44.0,7,36,1.0,2,3,4.0,9,3,24.0,3.0,22.482405291164216,6,7.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.048278183768870775,0.39510372047146186,3.2319739506626104,-0.3354996501560598,-0.9226421168209209,0
46.0,2,38,2.0,3,5,1.0,10,3,22.0,2.0,1.4675844235684972,2,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.2958357084695234,0.028135847485990108,2.053287657194737,2.73482770132373,2.521506875067253,0
33.0,2,39,3.0,3,1,4.0,2,3,7.0,3.0,1.0543558998136928,1,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0,0.06352852629001966,-2.2754528538460983,1.0485771642915047,0.25613088386093386,0
44.0,10,40,4.0,3,2,4.0,7,3,9.0,4.0,4.05288182351388,2,1.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.05356236581662773,0.18993325863650068,-0.42324832899134,0.9493094840040399,0.18311732849279322,0
30.0,9,41,3.0,2,1,3.0,1,3,10.0,3.0,10.460333357856536,0,1.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.020752870048789226,0.4411894446562757,-1.5930237568285843,-1.0381780608894,-0.5198571462680163,0
39.0,5,42,4.0,3,2,4.0,1,3,19.0,4.0,0.8866387722253191,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0,0.019682157655490765,-1.4103337421524118,1.8468643975485033,0.4202028666943225,1
24.0,1,45,3.0,3,1,4.0,1,3,6.0,2.0,2.326524155524881,0,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.18661481620734469,0.16354448515806577,-2.284124678474029,-0.2805859655313611,1.8819429291314123,1
43.0,2,46,3.0,4,1,3.0,2,3,6.0,2.0,5.551343732731356,3,1.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.03910439513278053,0.39023521442878706,-1.4465008005900695,-0.4914371368591264,-0.25588283969469466,0
50.0,3,47,3.0,2,1,3.0,2,3,3.0,3.0,2.0750985314178845,2,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.0,0.29174072417608893,-1.9433399288219004,0.3204565065340339,-0.06952440982060867,1
