Age,DistanceFromHome,EmployeeNumber,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Department_Finance,Department_HR,Department_Hum Res,Department_Human Resource,Department_Human Resources,Department_IT,Department_Marketing,Department_Other,Department_R&D,Department_R&D Lab,Department_ResDev,Department_Research and Dev,Department_Sale,Department_Sale Dept,Department_Sales,Department_Sales ,Department_Saless,Gender_ fem ,Gender_F,Gender_Female,Gender_M,Gender_Mal,Gender_Male,Gender_female,MaritalStatus_DIVORCED,MaritalStatus_Divorced,MaritalStatus_MARRIED,MaritalStatus_Married,MaritalStatus_SINGLE,MaritalStatus_Single,OverTime_ NO ,OverTime_ YES ,OverTime_N,OverTime_No,OverTime_Y,OverTime_Yes,OverTime_no,OverTime_yes,StagnationScore,TenureRatio,PCA1,PCA2,PCA3,Attrition
44.28,1.4,1,2.0,3,2,4.0,7,3,8.0,1.0,6.609025218878255,4,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,0.34843920196938544,-0.2742127938146315,0.4121966610787725,-0.745268630540192,1
52.92,11.2,2,3.0,2,2,2.0,6,4,10.0,3.0,9.805270987848258,7,1.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.022139310490413056,0.41356063079805305,0.5078521662868909,-0.48951968076042734,-0.9005861769331187,0
39.96,2.8,4,3.0,2,1,3.0,1,3,7.0,3.0,0.0,0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,0.0,-2.521327089333536,1.4530386984041508,0.6785168347671549,1
35.64,4.2,5,3.0,3,1,3.0,3,3,8.0,3.0,8.189113307370427,7,4.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.07952580359850389,0.4317441697009189,-0.5658553165062307,-1.624074684114009,-0.15408918320239978,0
29.16,2.8,7,3.0,3,1,2.0,4,3,6.0,3.0,2.966919900464059,2,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.1463348833978684,0.20856150858108943,-1.5736395983505294,-0.21023243297245836,1.1298658010507017,0
34.56,2.8,8,3.0,3,1,4.0,3,3,8.0,2.0,7.040485402972283,7,4.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.09250013021160425,0.3711865266123385,-0.6895874444612925,-1.389243532020055,0.24848619548901038,0
63.72,4.2,10,3.0,4,1,1.0,2,4,12.0,2.0,0.7917718182243125,0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.0,0.02782905005878758,-1.6036511496997958,2.178302796949104,0.41691455980512526,0
32.4,33.6,11,3.0,3,1,3.0,3,4,1.0,3.0,1.4287516257940562,0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.6026099883923758,-2.4772887092400273,-1.326303341938107,-1.3496810097586267,0
41.04,32.2,12,4.0,2,3,3.0,8,4,10.0,3.0,9.359064139912356,7,1.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.023194833970295307,0.3947407954536269,0.8509846102112706,-0.44228910316880093,-1.1116436060515618,0
38.88,37.8,13,3.0,3,2,3.0,6,3,17.0,2.0,6.52426412467598,7,10.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.23291110581360006,0.16186844751742546,1.1608532150999145,-0.363476925475041,1.8064029035579545,0
