timestamp,cpu_percent_system,virtual_memory_used_bytes_system,virtual_memory_total_bytes_system
2025-06-08T11:49:08.537042,0.0,5959139328,17179869184
2025-06-08T11:49:09.542328,85.0,5968986112,17179869184
2025-06-08T11:49:10.547962,83.2,5989040128,17179869184
2025-06-08T11:49:11.555840,84.8,5998477312,17179869184
2025-06-08T11:49:12.557206,75.7,5840142336,17179869184
2025-06-08T11:49:13.562689,99.9,5463867392,17179869184
2025-06-08T11:49:14.568352,100.0,5687377920,17179869184
2025-06-08T11:49:15.572207,100.0,5771083776,17179869184
2025-06-08T11:49:16.578994,100.0,5925208064,17179869184
2025-06-08T11:49:17.587684,100.0,5891080192,17179869184
2025-06-08T11:49:18.593904,100.0,5852889088,17179869184
2025-06-08T11:49:19.611890,100.0,5839421440,17179869184
2025-06-08T11:49:20.623401,100.0,5823610880,17179869184
2025-06-08T11:49:21.633968,100.0,5808488448,17179869184
2025-06-08T11:49:22.639225,100.0,5777637376,17179869184
2025-06-08T11:49:23.640991,100.0,5765021696,17179869184
2025-06-08T11:49:24.642607,100.0,5764808704,17179869184
2025-06-08T11:49:25.652628,100.0,5760598016,17179869184
2025-06-08T11:49:26.663346,100.0,5760434176,17179869184
2025-06-08T11:49:27.671491,100.0,5742198784,17179869184
2025-06-08T11:49:28.684465,100.0,5740527616,17179869184
2025-06-08T11:49:29.688308,100.0,5720375296,17179869184
2025-06-08T11:49:30.693860,89.6,5728419840,17179869184
2025-06-08T11:49:31.698881,87.6,5591220224,17179869184
2025-06-08T11:49:32.704198,84.4,5000675328,17179869184
2025-06-08T11:49:33.709540,57.8,5194285056,17179869184
2025-06-08T11:49:34.714801,43.2,5270306816,17179869184
2025-06-08T11:49:35.720217,51.4,5727715328,17179869184
