timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-06T11:27:24.981137,0.0,72.6
2025-06-06T11:27:30.004601,82.9,76.6
2025-06-06T11:27:35.037876,100.0,77.3
2025-06-06T11:27:40.065068,100.0,77.3
2025-06-06T11:27:45.096017,100.0,77.6
2025-06-06T11:27:50.124283,100.0,78.1
2025-06-06T11:27:55.153516,100.0,77.8
2025-06-06T11:28:00.170261,100.0,77.3
2025-06-06T11:28:05.195467,100.0,77.7
2025-06-06T11:28:10.214620,100.0,78.0
2025-06-06T11:28:15.243331,100.0,77.2
2025-06-06T11:28:20.264710,98.5,77.3
2025-06-06T11:28:25.287459,50.7,74.8
