Age,DistanceFromHome,EmployeeNumber,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Department_Human Resources,Department_Other,Department_Sales,Gender_Female,Gender_Male,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes,StagnationScore,TenureRatio,PCA1,PCA2,PCA3,Attrition
41.0,1,1,2.0,3,2,4.0,7,3,8.0,1.0,6.609025218878255,4,0,False,False,False,True,False,False,False,True,False,True,0.0,0.34843920196938544,-0.27420980187156374,0.4119649189879114,-0.7458682532646701,1
49.0,8,2,3.0,2,2,2.0,6,4,10.0,3.0,9.805270987848258,7,1,False,True,False,False,True,False,True,False,True,False,0.022139310490413053,0.41356063079805305,0.507853782384458,-0.48944372923417584,-0.9011877097171469,0
37.0,2,4,3.0,2,1,3.0,1,3,7.0,3.0,0.0,0,0,False,True,False,False,True,False,False,True,False,True,0.0,0.0,-2.521324428404409,1.452770785682805,0.6799843617395973,1
33.0,3,5,3.0,3,1,3.0,3,3,8.0,3.0,8.189113307370427,7,3,False,True,False,True,False,False,False,False,False,True,0.07952580359850389,0.4317441697009189,-0.5658565386198197,-1.6240111155347763,-0.15452221934234364,0
27.0,2,7,3.0,3,1,2.0,4,3,6.0,3.0,2.966919900464059,2,2,False,True,False,False,True,False,True,False,True,False,0.1463348833978684,0.20856150858108943,-1.5736398963759437,-0.2103139194909182,1.1291617970125802,0
32.0,2,8,3.0,3,1,4.0,3,3,8.0,2.0,7.040485402972283,7,3,False,True,False,False,True,False,False,True,True,False,0.09250013021160423,0.3711865266123385,-0.6895882679861428,-1.3892238080818413,0.24809398559212073,0
59.0,3,10,3.0,4,1,1.0,2,4,12.0,2.0,0.7917718182243125,0,0,False,True,False,True,False,False,True,False,False,True,0.0,0.02782905005878758,-1.603645001181844,2.1780396493277405,0.41753949629286524,0
30.0,24,11,3.0,3,1,3.0,3,4,1.0,3.0,1.4287516257940562,0,0,False,False,False,False,True,True,False,False,True,False,0.0,0.6026099883923758,-2.477290061626811,-1.326262440814079,-1.349902727621532,0
38.0,23,12,4.0,2,3,3.0,8,4,10.0,3.0,9.359064139912356,7,1,False,True,False,False,True,False,False,True,True,False,0.023194833970295304,0.3947407954536269,0.850984226327724,-0.44215688050032437,-1.1119160572722975,0
36.0,27,13,3.0,3,2,3.0,6,3,17.0,2.0,6.52426412467598,7,7,False,True,False,False,True,False,True,False,True,False,0.23291110581360003,0.16186844751742546,1.1608538751366415,-0.36353745474323645,1.80588526191295,0
35.0,16,14,3.0,4,1,2.0,2,3,6.0,3.0,4.7319199499104885,4,0,False,True,False,False,True,False,True,False,True,False,0.0,0.33263330199238716,-1.6739382704763295,-0.3282164462697443,-0.9973111339978659,0
29.0,15,15,4.0,2,2,3.0,4,3,10.0,3.0,9.54826442824744,5,0,False,True,False,True,False,False,False,True,False,True,0.0,0.4027207677244598,-0.5754313595641979,-0.8034234209680886,-1.0437560040500178,0
31.0,26,16,3.0,3,1,3.0,3,3,5.0,2.0,5.214006420494714,2,4,False,True,False,False,True,True,False,False,True,False,0.16653753090086498,0.43982624996641506,-1.2783423815977104,-1.4860524302236102,0.7339747589235381,0
34.0,19,18,3.0,3,1,4.0,2,3,3.0,3.0,0.7651505674662014,2,1,False,True,False,False,False,True,False,False,True,False,0.28371140017771834,0.10757348495823388,-1.9637071018392749,-0.04569203211165767,2.266329924013928,0
28.0,24,19,3.0,2,1,3.0,1,3,6.0,3.0,4.240989569501447,2,0,False,True,False,False,True,False,False,False,False,True,0.0,0.298123040785004,-2.2021208084806725,-0.38019078418056074,-0.6415360368832183,1
29.0,21,20,2.0,4,3,1.0,9,3,10.0,3.0,10.46322817931016,9,8,False,True,False,True,False,True,False,False,True,False,0.1659770274507567,0.4413115406379057,2.0416536648052506,-1.551547881192774,0.03011980371397392,0
32.0,5,21,3.0,4,1,2.0,3,3,7.0,2.0,5.581209304118443,2,0,False,True,False,False,True,True,False,False,False,True,0.0,0.33628682883023037,-1.7239013332020183,-0.14842715735617,-0.6930371041858941,0
22.0,16,22,3.0,4,1,4.0,3,3,1.0,2.0,1.3385930327910498,0,0,False,False,False,False,True,True,False,False,False,True,0.0,0.5645834569070174,-2.688478796173104,-1.209510074553505,-1.1546914378965527,0
53.0,2,23,1.0,2,4,4.0,10,3,31.0,3.0,25.93615955866036,8,3,False,False,True,True,False,False,True,False,True,False,0.02510957009864543,0.3528771715793362,4.506396540316271,0.4998518725789788,-1.4129992653305574,0
38.0,2,24,3.0,3,1,4.0,4,3,6.0,3.0,3.198186970032221,2,1,False,True,False,False,True,False,False,True,False,True,0.067876562839109,0.22481857332581656,-1.5081814465891812,0.22764532326545203,0.43499437562894416,0
24.0,11,26,1.0,4,2,3.0,5,3,5.0,2.0,3.6871918523835343,2,1,False,True,False,True,False,True,False,False,True,False,0.05887459821280579,0.31103217651709325,-1.2007405066036811,0.07409517622857488,-0.5105393139083226,0
36.0,9,27,3.0,2,1,1.0,3,4,10.0,3.0,4.738769260233709,3,0,False,False,False,False,True,False,False,True,True,False,0.0,0.19986886715292526,-1.4394253389892253,0.3262398539463721,-0.3445038899861902,1
34.0,7,28,1.0,3,3,2.0,9,3,13.0,3.0,12.006516949883276,6,2,False,True,False,True,False,False,False,True,True,False,0.03616068502609695,0.38954108926443953,1.4212580559544559,-0.00856117377932866,-1.2335976812890064,0
21.0,15,30,3.0,3,1,4.0,1,3,0.0,3.0,0.1888847959865457,0,0,False,True,False,False,True,False,False,True,True,False,0.0,0.0,-3.198484196324135,0.81954129565721,0.19840270957089073,0
34.0,6,31,3.0,3,1,1.0,3,3,8.0,3.0,4.031412299866592,2,1,False,True,False,False,True,False,False,True,True,False,0.05384761535052998,0.21254300567088763,-1.5791261748113639,0.23887830293739845,0.21600134630617507,1
53.0,5,32,3.0,3,5,3.0,10,3,26.0,2.0,14.250798182673089,13,4,False,True,False,True,False,False,False,False,True,False,0.06093186811291791,0.2311774293135087,4.288082070515426,0.8583492984555248,-0.45083176333095365,0
32.0,16,33,3.0,1,1,1.0,4,4,10.0,3.0,9.926527303539814,2,6,False,False,False,True,False,False,False,True,False,True,0.13121322223041687,0.4186749043829234,-0.3734638639145584,-1.6662984091061723,0.8078439153629464,1
42.0,8,35,3.0,5,2,2.0,8,3,10.0,3.0,9.09031148687011,7,4,False,False,True,False,True,False,True,False,True,False,0.0955223323892305,0.3834055129450104,0.9763937932318181,-0.5545660755448927,-0.34983276414652614,0
44.0,7,36,1.0,2,3,4.0,9,3,24.0,3.0,22.482405291164216,6,5,False,True,False,True,False,False,True,False,True,False,0.04827818376887077,0.39510372047146186,3.2319757191974317,-0.335561057937645,-0.9224384103086322,0
