timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-06T12:10:06.698424,0.0,72.2
2025-06-06T12:10:11.726454,87.8,73.5
2025-06-06T12:10:16.746534,100.0,74.4
2025-06-06T12:10:21.771360,100.0,75.0
2025-06-06T12:10:26.796918,100.0,75.0
2025-06-06T12:10:31.821327,100.0,75.4
2025-06-06T12:10:36.851938,100.0,76.0
2025-06-06T12:10:41.883572,100.0,75.9
2025-06-06T12:10:46.910981,100.0,74.9
2025-06-06T12:10:51.946215,100.0,75.1
2025-06-06T12:10:56.969013,100.0,75.9
2025-06-06T12:11:02.004261,100.0,76.5
2025-06-06T12:11:07.031114,100.0,76.5
2025-06-06T12:11:12.051437,100.0,75.7
2025-06-06T12:11:17.087082,100.0,76.3
2025-06-06T12:11:22.118532,100.0,76.7
2025-06-06T12:11:27.132303,100.0,76.4
2025-06-06T12:11:32.151714,100.0,76.7
2025-06-06T12:11:37.173079,100.0,76.4
2025-06-06T12:11:42.202878,100.0,76.5
2025-06-06T12:11:47.226893,100.0,76.8
2025-06-06T12:11:52.248949,100.0,77.1
2025-06-06T12:11:57.265348,94.8,70.9
