timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-06T12:52:25.168753,0.0,74.4
2025-06-06T12:52:30.194397,94.5,75.1
2025-06-06T12:52:35.224143,100.0,75.9
2025-06-06T12:52:40.254345,100.0,75.9
2025-06-06T12:52:45.279392,100.0,76.3
2025-06-06T12:52:50.322552,100.0,76.0
2025-06-06T12:52:55.340293,100.0,75.1
2025-06-06T12:53:00.380409,100.0,75.1
2025-06-06T12:53:05.430639,100.0,75.4
2025-06-06T12:53:10.462008,100.0,76.0
2025-06-06T12:53:15.508387,100.0,76.2
2025-06-06T12:53:20.540329,100.0,76.0
2025-06-06T12:53:25.568814,100.0,74.9
2025-06-06T12:53:30.596546,100.0,76.0
2025-06-06T12:53:35.638885,100.0,76.0
2025-06-06T12:53:40.660495,100.0,74.9
2025-06-06T12:53:45.709986,100.0,74.8
2025-06-06T12:53:50.733633,100.0,76.1
2025-06-06T12:53:55.760786,100.0,76.6
2025-06-06T12:54:00.787087,100.0,75.9
2025-06-06T12:54:05.811389,100.0,76.6
2025-06-06T12:54:10.843795,100.0,77.1
2025-06-06T12:54:15.866506,100.0,77.4
2025-06-06T12:54:20.903800,100.0,75.6
2025-06-06T12:54:25.925634,100.0,75.7
2025-06-06T12:54:30.946206,100.0,75.3
2025-06-06T12:54:35.970476,100.0,75.0
2025-06-06T12:54:40.995838,100.0,75.2
2025-06-06T12:54:46.022044,100.0,75.5
2025-06-06T12:54:51.051461,100.0,76.0
2025-06-06T12:54:56.068253,100.0,76.1
2025-06-06T12:55:01.100850,100.0,76.8
2025-06-06T12:55:06.133719,100.0,76.6
2025-06-06T12:55:11.177951,100.0,76.7
