timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-04T12:49:06.775014,0.0,72.0
2025-06-04T12:49:11.809036,84.8,73.4
2025-06-04T12:49:16.851682,100.0,73.8
2025-06-04T12:49:21.884233,100.0,73.7
2025-06-04T12:49:26.940621,100.0,74.3
2025-06-04T12:49:31.964247,100.0,74.4
2025-06-04T12:49:36.991555,100.0,74.4
2025-06-04T12:49:42.031845,100.0,73.2
2025-06-04T12:49:47.061391,100.0,73.7
2025-06-04T12:49:52.072431,100.0,74.2
2025-06-04T12:49:57.089899,100.0,74.0
2025-06-04T12:50:02.118362,100.0,75.0
2025-06-04T12:50:07.138237,100.0,74.9
2025-06-04T12:50:12.171667,100.0,73.5
2025-06-04T12:50:17.188395,95.0,69.7
