timestamp,cpu_percent_system,virtual_memory_used_bytes_system,virtual_memory_total_bytes_system
2025-06-08T12:51:24.950090,0.0,6506938368,17179869184
2025-06-08T12:51:25.152818,17.1,6500007936,17179869184
2025-06-08T12:51:25.357156,22.6,6507364352,17179869184
2025-06-08T12:51:25.560424,58.9,6531858432,17179869184
2025-06-08T12:51:25.766612,100.0,6540722176,17179869184
2025-06-08T12:51:25.971894,63.9,6496993280,17179869184
2025-06-08T12:51:26.177409,94.0,6522978304,17179869184
2025-06-08T12:51:26.382107,84.0,6522978304,17179869184
2025-06-08T12:51:26.591725,97.0,6522978304,17179869184
2025-06-08T12:51:26.796998,78.4,6522978304,17179869184
2025-06-08T12:51:27.002271,55.8,6508134400,17179869184
2025-06-08T12:51:27.217408,63.7,6503088128,17179869184
2025-06-08T12:51:27.446487,91.8,6509625344,17179869184
2025-06-08T12:51:27.657116,83.4,6482362368,17179869184
2025-06-08T12:51:27.861432,84.8,6503481344,17179869184
2025-06-08T12:51:28.066691,56.8,6497845248,17179869184
2025-06-08T12:51:28.271174,35.8,6519357440,17179869184
2025-06-08T12:51:28.471514,87.7,6465781760,17179869184
2025-06-08T12:51:28.677921,94.6,6326288384,17179869184
2025-06-08T12:51:28.878891,100.0,6326288384,17179869184
2025-06-08T12:51:29.080583,100.0,6372540416,17179869184
2025-06-08T12:51:29.286102,100.0,6324797440,17179869184
2025-06-08T12:51:29.487489,100.0,6331138048,17179869184
2025-06-08T12:51:29.689046,0.0,5874483200,17179869184
2025-06-08T12:51:29.894605,0.0,5988073472,17179869184
2025-06-08T12:51:30.099861,99.8,6135005184,17179869184
2025-06-08T12:51:30.303889,100.0,6250512384,17179869184
2025-06-08T12:51:30.505613,100.0,6321864704,17179869184
2025-06-08T12:51:30.711567,100.0,6337839104,17179869184
2025-06-08T12:51:30.916854,100.0,6356172800,17179869184
2025-06-08T12:51:31.129840,100.0,6473334784,17179869184
2025-06-08T12:51:31.335292,100.0,6462521344,17179869184
2025-06-08T12:51:31.537976,100.0,6458294272,17179869184
2025-06-08T12:51:31.743812,100.0,6436356096,17179869184
2025-06-08T12:51:31.949832,100.0,6427787264,17179869184
2025-06-08T12:51:32.158629,100.0,6422167552,17179869184
2025-06-08T12:51:32.363890,100.0,6404751360,17179869184
2025-06-08T12:51:32.568231,100.0,6361432064,17179869184
2025-06-08T12:51:32.784624,0.0,6361432064,17179869184
2025-06-08T12:51:32.995571,0.0,6361432064,17179869184
2025-06-08T12:51:33.200951,100.0,6316326912,17179869184
2025-06-08T12:51:33.403906,100.0,6305742848,17179869184
2025-06-08T12:51:33.605688,0.0,6302990336,17179869184
2025-06-08T12:51:33.819284,0.0,6302990336,17179869184
2025-06-08T12:51:34.024212,0.0,6302990336,17179869184
2025-06-08T12:51:34.235762,100.0,6247907328,17179869184
2025-06-08T12:51:34.447800,100.0,6242533376,17179869184
2025-06-08T12:51:34.651707,0.0,6242533376,17179869184
2025-06-08T12:51:34.857014,0.0,6242533376,17179869184
2025-06-08T12:51:35.063990,0.0,6242533376,17179869184
2025-06-08T12:51:35.270610,100.0,6226411520,17179869184
2025-06-08T12:51:35.475904,100.0,6225575936,17179869184
2025-06-08T12:51:35.679591,100.0,6219087872,17179869184
2025-06-08T12:51:35.895873,100.0,6221987840,17179869184
2025-06-08T12:51:36.097573,100.0,6241927168,17179869184
2025-06-08T12:51:36.302805,100.0,6227968000,17179869184
2025-06-08T12:51:36.504444,100.0,6223659008,17179869184
2025-06-08T12:51:36.710057,100.0,6223659008,17179869184
2025-06-08T12:51:36.917310,100.0,6223659008,17179869184
2025-06-08T12:51:37.122668,100.0,6223659008,17179869184
2025-06-08T12:51:37.330393,100.0,6053494784,17179869184
2025-06-08T12:51:37.535684,100.0,6398427136,17179869184
2025-06-08T12:51:37.741004,100.0,6385811456,17179869184
2025-06-08T12:51:37.946294,100.0,6422495232,17179869184
2025-06-08T12:51:38.153887,100.0,6404472832,17179869184
2025-06-08T12:51:38.359468,100.0,6410813440,17179869184
2025-06-08T12:51:38.564952,100.0,6386761728,17179869184
2025-06-08T12:51:38.783496,100.0,6386761728,17179869184
2025-06-08T12:51:38.992284,100.0,6386761728,17179869184
2025-06-08T12:51:39.199084,100.0,6386761728,17179869184
2025-06-08T12:51:39.402157,100.0,6317047808,17179869184
2025-06-08T12:51:39.607105,100.0,6311313408,17179869184
2025-06-08T12:51:39.812051,100.0,6303727616,17179869184
2025-06-08T12:51:40.021835,0.0,6303727616,17179869184
2025-06-08T12:51:40.224286,0.0,6303727616,17179869184
2025-06-08T12:51:40.428680,100.0,6287966208,17179869184
2025-06-08T12:51:40.634299,100.0,6288834560,17179869184
2025-06-08T12:51:40.839560,100.0,6263357440,17179869184
2025-06-08T12:51:41.041110,100.0,6292373504,17179869184
