timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-06T12:33:32.877771,0.0,72.0
2025-06-06T12:33:37.899291,80.8,74.8
2025-06-06T12:33:42.926617,100.0,75.5
2025-06-06T12:33:47.967062,100.0,76.7
2025-06-06T12:33:53.017105,100.0,78.3
2025-06-06T12:33:58.063350,100.0,78.2
2025-06-06T12:34:03.081052,100.0,79.9
2025-06-06T12:34:08.106135,100.0,79.9
2025-06-06T12:34:13.126485,100.0,78.7
2025-06-06T12:34:18.158232,100.0,79.3
2025-06-06T12:34:23.217074,100.0,79.3
2025-06-06T12:34:28.250237,100.0,78.8
2025-06-06T12:34:33.275585,100.0,77.5
2025-06-06T12:34:38.294728,100.0,77.4
2025-06-06T12:34:43.316841,100.0,77.1
2025-06-06T12:34:48.340883,100.0,77.0
2025-06-06T12:34:53.358233,100.0,76.9
2025-06-06T12:34:58.385490,100.0,77.2
2025-06-06T12:35:03.411440,100.0,76.5
2025-06-06T12:35:08.437410,100.0,76.9
2025-06-06T12:35:13.470425,100.0,76.1
2025-06-06T12:35:18.491901,100.0,76.1
2025-06-06T12:35:23.521251,96.0,69.6
