timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-06T11:22:54.631492,0.0,70.8
2025-06-06T11:22:59.653337,83.2,76.1
2025-06-06T11:23:04.692700,100.0,77.2
2025-06-06T11:23:09.718148,100.0,76.5
2025-06-06T11:23:14.739551,100.0,77.5
2025-06-06T11:23:19.766010,100.0,78.4
2025-06-06T11:23:24.798837,100.0,78.0
2025-06-06T11:23:29.831195,100.0,78.4
2025-06-06T11:23:34.852843,100.0,77.1
2025-06-06T11:23:39.882756,100.0,78.4
2025-06-06T11:23:44.908571,100.0,78.4
2025-06-06T11:23:49.934392,100.0,78.4
2025-06-06T11:23:54.950139,84.4,72.3
