timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-04T18:22:38.436678,0.0,69.5
2025-06-04T18:22:43.456598,92.0,71.3
2025-06-04T18:22:48.479462,100.0,72.8
2025-06-04T18:22:53.501171,100.0,71.8
2025-06-04T18:22:58.518145,100.0,72.3
2025-06-04T18:23:03.539717,100.0,72.9
2025-06-04T18:23:08.571357,100.0,72.9
2025-06-04T18:23:13.586194,100.0,72.9
2025-06-04T18:23:18.612286,100.0,72.7
2025-06-04T18:23:23.642975,100.0,71.6
2025-06-04T18:23:28.666492,100.0,72.8
2025-06-04T18:23:33.696874,100.0,73.0
2025-06-04T18:23:38.727486,100.0,72.2
2025-06-04T18:23:43.748598,100.0,73.6
2025-06-04T18:23:48.772447,100.0,73.6
2025-06-04T18:23:53.795268,100.0,74.0
2025-06-04T18:23:58.820385,100.0,72.6
2025-06-04T18:24:03.862540,100.0,74.6
2025-06-04T18:24:08.885252,100.0,73.5
2025-06-04T18:24:13.910639,100.0,73.1
2025-06-04T18:24:18.943262,100.0,71.4
2025-06-04T18:24:23.968649,100.0,70.9
2025-06-04T18:24:28.996044,100.0,71.1
2025-06-04T18:24:34.022808,95.1,67.3
