timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-04T18:01:08.708420,0.0,74.3
2025-06-04T18:01:13.726110,84.0,76.0
2025-06-04T18:01:18.749732,100.0,76.9
2025-06-04T18:01:23.778461,100.0,77.9
2025-06-04T18:01:28.806278,100.0,77.6
2025-06-04T18:01:33.832500,100.0,78.1
2025-06-04T18:01:38.853917,100.0,78.5
2025-06-04T18:01:43.885957,100.0,77.1
2025-06-04T18:01:48.906289,100.0,78.2
2025-06-04T18:01:53.928206,100.0,77.5
2025-06-04T18:01:58.950568,100.0,77.8
2025-06-04T18:02:03.973154,100.0,78.0
2025-06-04T18:02:09.013329,100.0,77.2
2025-06-04T18:02:14.044077,100.0,78.9
2025-06-04T18:02:19.079180,100.0,77.4
2025-06-04T18:02:24.100733,75.8,73.1
