timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-06T11:31:30.282083,0.0,72.9
2025-06-06T11:31:35.300057,84.4,76.5
2025-06-06T11:31:40.332071,100.0,77.2
2025-06-06T11:31:45.362230,100.0,77.9
2025-06-06T11:31:50.392202,100.0,77.1
2025-06-06T11:31:55.430686,100.0,77.3
2025-06-06T11:32:00.460773,100.0,78.1
2025-06-06T11:32:05.491651,100.0,77.4
2025-06-06T11:32:10.515448,100.0,77.3
2025-06-06T11:32:15.545332,100.0,78.2
2025-06-06T11:32:20.581371,100.0,77.2
2025-06-06T11:32:25.607406,100.0,76.9
2025-06-06T11:32:30.628803,91.6,71.6
