timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-06T10:47:00.550927,0.0,76.2
2025-06-06T10:47:05.571591,76.1,76.4
2025-06-06T10:47:10.608183,100.0,77.7
2025-06-06T10:47:15.645777,100.0,77.8
2025-06-06T10:47:20.667512,100.0,78.2
2025-06-06T10:47:25.698394,100.0,79.0
2025-06-06T10:47:30.722895,100.0,79.3
2025-06-06T10:47:35.758853,100.0,79.8
2025-06-06T10:47:40.774051,100.0,79.0
2025-06-06T10:47:45.808800,100.0,79.0
2025-06-06T10:47:50.841114,100.0,79.8
2025-06-06T10:47:55.864728,92.9,77.0
