timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-06T11:59:37.273876,0.0,71.4
2025-06-06T11:59:42.295854,74.3,70.6
2025-06-06T11:59:47.328550,100.0,72.8
2025-06-06T11:59:52.355350,100.0,73.0
2025-06-06T11:59:57.379021,100.0,73.8
2025-06-06T12:00:02.404612,100.0,73.9
2025-06-06T12:00:07.427148,100.0,73.2
2025-06-06T12:00:12.456616,100.0,73.9
2025-06-06T12:00:17.491002,100.0,74.4
2025-06-06T12:00:22.525344,100.0,74.4
2025-06-06T12:00:27.554188,100.0,73.4
2025-06-06T12:00:32.576650,100.0,74.3
2025-06-06T12:00:37.604533,100.0,74.5
2025-06-06T12:00:42.620617,100.0,74.5
2025-06-06T12:00:47.644530,100.0,74.3
2025-06-06T12:00:52.678123,100.0,74.8
2025-06-06T12:00:57.709959,100.0,75.1
2025-06-06T12:01:02.737204,100.0,75.3
2025-06-06T12:01:07.763983,100.0,74.9
2025-06-06T12:01:12.785969,100.0,75.5
2025-06-06T12:01:17.816310,100.0,75.2
2025-06-06T12:01:22.843293,100.0,74.6
2025-06-06T12:01:27.866766,100.0,75.0
2025-06-06T12:01:32.906692,100.0,75.7
2025-06-06T12:01:37.929405,100.0,75.9
2025-06-06T12:01:42.954266,100.0,74.6
2025-06-06T12:01:47.978185,89.8,71.2
