timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-06T10:58:35.122872,0.0,73.4
2025-06-06T10:58:40.154204,86.6,74.5
2025-06-06T10:58:45.188848,100.0,77.0
2025-06-06T10:58:50.215632,100.0,76.4
2025-06-06T10:58:55.242417,100.0,76.5
2025-06-06T10:59:00.275646,100.0,77.1
2025-06-06T10:59:05.304874,100.0,76.8
2025-06-06T10:59:10.338664,100.0,77.2
2025-06-06T10:59:15.363768,100.0,76.6
2025-06-06T10:59:20.383532,100.0,76.8
2025-06-06T10:59:25.409988,100.0,77.0
2025-06-06T10:59:30.459540,100.0,77.4
2025-06-06T10:59:35.509923,100.0,76.5
2025-06-06T10:59:40.535329,100.0,77.0
2025-06-06T10:59:45.568607,100.0,77.0
2025-06-06T10:59:50.597237,100.0,77.5
2025-06-06T10:59:55.617835,100.0,76.9
2025-06-06T11:00:00.643128,100.0,76.8
2025-06-06T11:00:05.670557,100.0,76.1
2025-06-06T11:00:10.706935,100.0,76.3
2025-06-06T11:00:15.736135,100.0,76.8
2025-06-06T11:00:20.771889,100.0,75.7
2025-06-06T11:00:25.800476,100.0,75.9
2025-06-06T11:00:30.819999,100.0,76.7
2025-06-06T11:00:35.846404,100.0,77.2
2025-06-06T11:00:40.867739,100.0,77.2
2025-06-06T11:00:45.888893,100.0,77.1
2025-06-06T11:00:50.915020,100.0,76.4
2025-06-06T11:00:55.946319,100.0,77.0
2025-06-06T11:01:00.972644,100.0,75.8
2025-06-06T11:01:06.006152,100.0,76.0
2025-06-06T11:01:11.024889,100.0,76.7
2025-06-06T11:01:16.045469,98.7,69.9
2025-06-06T11:01:21.063595,64.2,72.7
