timestamp,cpu_percent_system,virtual_memory_used_bytes_system,virtual_memory_total_bytes_system
2025-06-08T12:10:30.074017,0.0,6396936192,17179869184
2025-06-08T12:10:30.279458,15.1,6395920384,17179869184
2025-06-08T12:10:30.483406,39.9,6398230528,17179869184
2025-06-08T12:10:30.689091,0.0,6375374848,17179869184
2025-06-08T12:10:30.894937,0.0,6392037376,17179869184
2025-06-08T12:10:31.099235,76.5,6381748224,17179869184
2025-06-08T12:10:31.301928,93.8,6391054336,17179869184
2025-06-08T12:10:31.507403,86.6,6382829568,17179869184
2025-06-08T12:10:31.711065,0.0,6382829568,17179869184
2025-06-08T12:10:31.913469,0.0,6382829568,17179869184
2025-06-08T12:10:32.118684,57.3,6336790528,17179869184
2025-06-08T12:10:32.323936,55.9,6313558016,17179869184
2025-06-08T12:10:32.532289,88.4,6295584768,17179869184
2025-06-08T12:10:32.747286,100.0,6311772160,17179869184
2025-06-08T12:10:32.952494,56.7,6258573312,17179869184
2025-06-08T12:10:33.153618,81.8,6193577984,17179869184
2025-06-08T12:10:33.357821,73.3,6129172480,17179869184
2025-06-08T12:10:33.559528,78.7,5934301184,17179869184
2025-06-08T12:10:33.764748,38.7,5932007424,17179869184
2025-06-08T12:10:33.969985,38.0,5932007424,17179869184
2025-06-08T12:10:34.175226,37.6,5923520512,17179869184
2025-06-08T12:10:34.380476,38.0,5904973824,17179869184
2025-06-08T12:10:34.585721,33.1,5910282240,17179869184
2025-06-08T12:10:34.790994,38.3,5931008000,17179869184
2025-06-08T12:10:34.996291,30.7,5927698432,17179869184
2025-06-08T12:10:35.201571,36.4,5928828928,17179869184
2025-06-08T12:10:35.406855,36.8,5936709632,17179869184
2025-06-08T12:10:35.612070,35.1,5937643520,17179869184
