Age,DistanceFromHome,EmployeeNumber,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Department_Finance,Department_HR,Department_Hum Res,Department_Human Resource,Department_Human Resources,Department_IT,Department_Marketing,Department_Other,Department_R&D,Department_R&D Lab,Department_ResDev,Department_Research and Dev,Department_Sale,Department_Sale Dept,Department_Sales,Department_Sales ,Department_Saless,Gender_ fem ,Gender_F,Gender_Female,Gender_M,Gender_Mal,Gender_Male,Gender_female,MaritalStatus_DIVORCED,MaritalStatus_Divorced,MaritalStatus_MARRIED,MaritalStatus_Married,MaritalStatus_SINGLE,MaritalStatus_Single,OverTime_ NO ,OverTime_ YES ,OverTime_N,OverTime_No,OverTime_Y,OverTime_Yes,OverTime_no,OverTime_yes,StagnationScore,TenureRatio,PCA1,PCA2,PCA3,Attrition
41.0,1,1,2.0,3,2,4.0,7,3,8.0,1.0,6.609025218878255,4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,0.34843920196938544,-0.2742087828406398,0.41201243815233074,-0.7458774452539321,1
49.0,8,2,3.0,2,2,2.0,6,4,10.0,3.0,9.805270987848258,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.022139310490413053,0.41356063079805305,0.5078534607298361,-0.4895360557224084,-0.9007625874571451,0
37.0,2,4,3.0,2,1,3.0,1,3,7.0,3.0,0.0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,0.0,-2.521324222467999,1.452968051114426,0.6789656094433056,1
33.0,3,5,3.0,3,1,3.0,3,3,8.0,3.0,8.189113307370427,7,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.07952580359850389,0.4317441697009189,-0.5658566021741699,-1.624066728631911,-0.15424461513752954,0
27.0,2,7,3.0,3,1,2.0,4,3,6.0,3.0,2.966919900464059,2,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.1463348833978684,0.20856150858108943,-1.5736391442024171,-0.21031044620216555,1.129363285091349,0
32.0,2,8,3.0,3,1,4.0,3,3,8.0,2.0,7.040485402972283,7,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.09250013021160423,0.3711865266123385,-0.6895883138230161,-1.38926865613165,0.2483141936991342,0
59.0,3,10,3.0,4,1,1.0,2,4,12.0,2.0,0.7917718182243125,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.0,0.02782905005878758,-1.6036441880285546,2.1781972523950364,0.41688786099027,0
30.0,24,11,3.0,3,1,3.0,3,4,1.0,3.0,1.4287516257940562,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.6026099883923758,-2.477289612507509,-1.3262638844150283,-1.3498305098667835,0
38.0,23,12,4.0,2,3,3.0,8,4,10.0,3.0,9.359064139912356,7,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.023194833970295304,0.3947407954536269,0.8509833836777134,-0.4422668375676839,-1.111530489605868,0
36.0,27,13,3.0,3,2,3.0,6,3,17.0,2.0,6.52426412467598,7,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.23291110581360003,0.16186844751742546,1.1608543132955444,-0.3635504199684468,1.8060473380229836,0
35.0,16,14,3.0,4,1,2.0,2,3,6.0,3.0,4.7319199499104885,4,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0,0.33263330199238716,-1.6739387635217369,-0.3282576414532934,-0.9972103479799937,0
29.0,15,15,4.0,2,2,3.0,4,3,10.0,3.0,9.54826442824744,5,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,0.4027207677244598,-0.575432795825397,-0.8035987578301709,-1.0431405025655835,0
31.0,26,16,3.0,3,1,3.0,3,3,5.0,2.0,5.214006420494714,2,4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.16653753090086498,0.43982624996641506,-1.2783421025806831,-1.486092530966343,0.7342615095158682,0
