timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-06T13:04:22.551634,0.0,74.2
2025-06-06T13:04:27.578296,81.0,76.0
2025-06-06T13:04:32.593087,100.0,76.8
2025-06-06T13:04:37.614081,100.0,75.9
2025-06-06T13:04:42.640603,100.0,77.4
2025-06-06T13:04:47.662921,100.0,77.5
2025-06-06T13:04:52.696887,100.0,76.6
2025-06-06T13:04:57.722591,100.0,76.9
2025-06-06T13:05:02.746106,100.0,77.7
2025-06-06T13:05:07.774047,100.0,77.8
2025-06-06T13:05:12.810700,100.0,77.2
2025-06-06T13:05:17.833433,100.0,77.5
2025-06-06T13:05:22.868882,100.0,78.1
2025-06-06T13:05:27.896110,100.0,78.0
2025-06-06T13:05:32.921792,100.0,77.3
2025-06-06T13:05:37.943214,100.0,77.8
2025-06-06T13:05:42.960571,100.0,76.7
2025-06-06T13:05:47.987555,100.0,78.0
2025-06-06T13:05:53.015159,100.0,78.2
2025-06-06T13:05:58.033888,100.0,77.7
2025-06-06T13:06:03.071437,100.0,77.8
2025-06-06T13:06:08.102512,100.0,77.7
2025-06-06T13:06:13.138254,100.0,78.5
2025-06-06T13:06:18.160453,100.0,78.7
2025-06-06T13:06:23.204201,100.0,78.5
2025-06-06T13:06:28.244329,100.0,78.5
2025-06-06T13:06:33.259149,100.0,77.6
2025-06-06T13:06:38.290779,100.0,77.8
2025-06-06T13:06:43.314626,100.0,77.8
2025-06-06T13:06:48.352221,100.0,76.6
2025-06-06T13:06:53.379853,100.0,76.6
2025-06-06T13:06:58.409760,100.0,76.2
2025-06-06T13:07:03.448087,100.0,77.2
2025-06-06T13:07:08.478526,100.0,77.4
2025-06-06T13:07:13.505720,97.2,76.8
