timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-06T13:27:49.324082,0.0,74.3
2025-06-06T13:27:54.343283,77.7,76.2
2025-06-06T13:27:59.371980,100.0,77.3
2025-06-06T13:28:04.397611,100.0,76.9
2025-06-06T13:28:09.423858,100.0,76.7
2025-06-06T13:28:14.446654,100.0,77.1
2025-06-06T13:28:19.480642,100.0,78.2
2025-06-06T13:28:24.508199,100.0,77.0
2025-06-06T13:28:29.531093,100.0,78.0
2025-06-06T13:28:34.545344,100.0,77.6
2025-06-06T13:28:39.565741,100.0,79.0
2025-06-06T13:28:44.591243,100.0,78.2
2025-06-06T13:28:49.625973,100.0,77.8
2025-06-06T13:28:54.650988,100.0,77.3
2025-06-06T13:28:59.685489,100.0,77.5
2025-06-06T13:29:04.716723,100.0,77.6
2025-06-06T13:29:09.740347,100.0,77.4
2025-06-06T13:29:14.760822,100.0,77.3
2025-06-06T13:29:19.781267,100.0,76.7
2025-06-06T13:29:24.814077,100.0,76.1
2025-06-06T13:29:29.847030,100.0,76.3
2025-06-06T13:29:34.865734,100.0,76.7
2025-06-06T13:29:39.901115,100.0,76.1
2025-06-06T13:29:44.938105,100.0,77.1
2025-06-06T13:29:49.965079,100.0,75.9
2025-06-06T13:29:54.988757,100.0,76.6
2025-06-06T13:30:00.017728,100.0,75.4
2025-06-06T13:30:05.040309,100.0,75.9
2025-06-06T13:30:10.082372,100.0,77.0
2025-06-06T13:30:15.106294,100.0,76.1
2025-06-06T13:30:20.124275,100.0,75.9
2025-06-06T13:30:25.149909,100.0,77.9
2025-06-06T13:30:30.172084,100.0,76.3
2025-06-06T13:30:35.196881,92.7,72.7
