timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-06T11:26:24.661630,0.0,72.1
2025-06-06T11:26:29.677998,74.8,73.7
2025-06-06T11:26:34.701046,100.0,75.4
2025-06-06T11:26:39.729946,100.0,77.0
2025-06-06T11:26:44.749112,100.0,76.0
2025-06-06T11:26:49.775664,100.0,76.4
2025-06-06T11:26:54.819433,100.0,78.0
2025-06-06T11:26:59.840335,100.0,77.9
2025-06-06T11:27:04.870831,100.0,77.9
2025-06-06T11:27:09.892150,100.0,78.0
2025-06-06T11:27:14.917495,100.0,76.8
2025-06-06T11:27:19.949587,97.6,71.6
