timestamp,cpu_percent_system,virtual_memory_used_bytes_system,virtual_memory_total_bytes_system
2025-06-08T11:08:18.623577,0.0,6088015872,17179869184
2025-06-08T11:08:19.125362,86.8,6107463680,17179869184
2025-06-08T11:08:19.629307,52.6,6162464768,17179869184
2025-06-08T11:08:20.134641,73.8,6149783552,17179869184
2025-06-08T11:08:20.640163,70.4,6164381696,17179869184
2025-06-08T11:08:21.145745,76.7,6146867200,17179869184
2025-06-08T11:08:21.650171,52.4,6169247744,17179869184
2025-06-08T11:08:22.155551,91.9,5873221632,17179869184
2025-06-08T11:08:22.657242,100.0,5884149760,17179869184
2025-06-08T11:08:23.162945,100.0,5616435200,17179869184
2025-06-08T11:08:23.668215,100.0,5871697920,17179869184
2025-06-08T11:08:24.170291,100.0,5969625088,17179869184
2025-06-08T11:08:24.674111,100.0,5976522752,17179869184
2025-06-08T11:08:25.179661,100.0,5973770240,17179869184
2025-06-08T11:08:25.685703,100.0,5968265216,17179869184
2025-06-08T11:08:26.193268,100.0,5949259776,17179869184
2025-06-08T11:08:26.700151,100.0,5946933248,17179869184
2025-06-08T11:08:27.204661,100.0,5942247424,17179869184
2025-06-08T11:08:27.709879,100.0,5933973504,17179869184
2025-06-08T11:08:28.217226,100.0,5919703040,17179869184
2025-06-08T11:08:28.723748,100.0,5907955712,17179869184
2025-06-08T11:08:29.239832,100.0,5902581760,17179869184
2025-06-08T11:08:29.748613,100.0,5911871488,17179869184
2025-06-08T11:08:30.253879,100.0,5922897920,17179869184
2025-06-08T11:08:30.763365,100.0,5918982144,17179869184
2025-06-08T11:08:31.268829,100.0,5906939904,17179869184
2025-06-08T11:08:31.772902,100.0,5900910592,17179869184
2025-06-08T11:08:32.278746,100.0,5916573696,17179869184
2025-06-08T11:08:32.783987,100.0,5906579456,17179869184
2025-06-08T11:08:33.344499,100.0,6021152768,17179869184
2025-06-08T11:08:33.897246,100.0,5914329088,17179869184
2025-06-08T11:08:34.404735,100.0,5862244352,17179869184
2025-06-08T11:08:34.915542,100.0,5746671616,17179869184
2025-06-08T11:08:35.425702,100.0,5601280000,17179869184
2025-06-08T11:08:35.930405,100.0,5577949184,17179869184
2025-06-08T11:08:36.444618,100.0,5526355968,17179869184
2025-06-08T11:08:36.947069,100.0,5489082368,17179869184
2025-06-08T11:08:37.455240,100.0,5485838336,17179869184
2025-06-08T11:08:37.956971,100.0,5475205120,17179869184
2025-06-08T11:08:38.464079,100.0,5363875840,17179869184
2025-06-08T11:08:38.971107,100.0,5358403584,17179869184
2025-06-08T11:08:39.482124,100.0,5408669696,17179869184
2025-06-08T11:08:39.991438,100.0,5431083008,17179869184
2025-06-08T11:08:40.496975,100.0,5447090176,17179869184
2025-06-08T11:08:40.998790,100.0,5484724224,17179869184
2025-06-08T11:08:41.502302,78.8,5333319680,17179869184
2025-06-08T11:08:42.007894,76.1,5520850944,17179869184
2025-06-08T11:08:42.513389,83.8,5302992896,17179869184
2025-06-08T11:08:43.018628,100.0,5339250688,17179869184
2025-06-08T11:08:43.523939,100.0,5394153472,17179869184
2025-06-08T11:08:44.029205,100.0,5398249472,17179869184
2025-06-08T11:08:44.540798,100.0,5619351552,17179869184
2025-06-08T11:08:45.085412,74.8,4960141312,17179869184
2025-06-08T11:08:45.591453,67.7,5054808064,17179869184
2025-06-08T11:08:46.096671,78.2,5119131648,17179869184
2025-06-08T11:08:46.598937,60.5,5161549824,17179869184
2025-06-08T11:08:47.104313,61.3,5221695488,17179869184
2025-06-08T11:08:47.609236,56.6,5281120256,17179869184
2025-06-08T11:08:48.114477,55.9,5208752128,17179869184
2025-06-08T11:08:48.620119,42.5,5134417920,17179869184
2025-06-08T11:08:49.126655,68.5,5221597184,17179869184
