Age,DistanceFromHome,EmployeeNumber,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Department_Finance,Department_HR,Department_Hum Res,Department_Human Resource,Department_Human Resources,Department_IT,Department_Marketing,Department_Other,Department_R&D,Department_R&D Lab,Department_ResDev,Department_Research and Dev,Department_Sale,Department_Sale Dept,Department_Sales,Department_Sales ,Department_Saless,Gender_ fem ,Gender_F,Gender_Female,Gender_M,Gender_Mal,Gender_Male,Gender_female,MaritalStatus_DIVORCED,MaritalStatus_Divorced,MaritalStatus_MARRIED,MaritalStatus_Married,MaritalStatus_SINGLE,MaritalStatus_Single,OverTime_ NO ,OverTime_ YES ,OverTime_N,OverTime_No,OverTime_Y,OverTime_Yes,OverTime_no,OverTime_yes,StagnationScore,TenureRatio,PCA1,PCA2,PCA3,Attrition
41.0,1,1,2.0,3,2,4.0,7,3,8.0,1.0,6.483196000986209,4,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,0.3167826947000981,-0.3047280254177623,0.11180983016234906,-1.7587948119406798,1
49.0,8,2,3.0,2,2,2.0,5,4,10.0,3.0,9.74452776635652,7,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0017117728561622963,0.3809106204948022,0.3104367146598779,-0.9986523884472651,0.1722762365540972,0
37.0,2,4,3.0,2,1,3.0,1,3,7.0,3.0,0.6051993165683194,0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,0.03379579547829831,-2.5375087343129152,0.9648367877952266,0.06364317511162847,1
33.0,3,5,3.0,3,1,3.0,2,3,8.0,3.0,7.924382017253885,7,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.006314846289685564,0.3872020973724723,-0.6161117521729194,-1.745993905718078,-0.3705754236191566,0
27.0,2,7,3.0,3,1,2.0,3,3,6.0,3.0,1.8127392204547648,2,2.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.018403549653859486,0.11809903941551109,-1.8412989245318987,0.2683761236997145,0.6827188160433522,0
32.0,2,8,3.0,3,1,4.0,3,3,8.0,2.0,6.354391943431908,7,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.007875065753762773,0.3104890555082318,-0.6776839726986145,-1.2452345565454708,-0.7954147774145932,0
59.0,3,10,3.0,4,1,1.0,2,4,12.0,2.0,0.6172453170963307,0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.0,0.020106609436770406,-2.0806550843281815,1.5601751147094685,0.785350762165914,0
30.0,24,11,3.0,3,1,3.0,5,4,1.0,3.0,1.2111568808320323,0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.4734375334093534,-2.079281697366105,-1.0950428140468291,-0.6483124667608264,0
38.0,23,12,4.0,2,3,3.0,8,4,10.0,3.0,8.346042850165313,7,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0019986020232616595,0.3262442713446484,0.8508426562170374,-0.3619133749548249,-0.34593307263825884,0
100.917558528236,27,13,3.0,3,2,3.0,9,3,17.0,2.0,6.004700225211318,7,7.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.019445254968056824,0.1380717068933918,1.6330837107829643,1.2818297765195577,0.1272036857431622,0
35.0,16,14,3.0,4,1,2.0,2,3,6.0,3.0,4.571225557169449,4,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0,0.2978130230546408,-1.623281209461907,-0.6112710511173313,-0.6484719331646879,0
29.0,15,15,4.0,2,2,3.0,3,3,10.0,3.0,9.420002688311214,5,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,0.3682250341012626,-0.4614919840183595,-1.045255777015916,-0.7967372841838279,0
31.0,26,16,3.0,3,1,3.0,2,3,5.0,2.0,5.890645538513184,2,4.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.011326716583105821,0.46052707755359107,-1.334300541422327,-1.718946981979249,-0.7785346975293256,0
34.0,19,18,3.0,3,1,4.0,5,3,3.0,3.0,1.6612921661426217,2,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.010040628895096403,0.2164646815119243,-1.7526005874982755,0.05702677359717374,-0.7393246824425275,0
28.0,24,19,3.0,2,1,3.0,1,3,6.0,3.0,3.2255856600879538,2,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.0,0.21014526728961488,-2.0968204804183,-0.256807230871585,-0.6366602653405861,1
29.0,21,20,2.0,4,3,1.0,8,3,10.0,3.0,9.828435467947951,9,8.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.01357727233878989,0.3841905469770103,1.9532148938680116,-1.043477823728329,0.038801469009004184,0
32.0,5,21,3.0,4,1,2.0,3,3,7.0,2.0,6.091927757204779,2,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.34018799908512415,-1.5839858049882511,-0.5967842806865098,-0.8015403237447096,0
22.0,16,22,3.0,4,1,4.0,2,3,1.0,2.0,1.2889485675494172,0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.5038460666572766,-2.5641756360412917,-1.4476310507517862,-1.786500119285697,0
53.0,2,23,1.0,2,4,4.0,9,3,31.0,3.0,26.067320624003703,8,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0019196930555888032,0.3286979414564409,4.373697809384317,0.23152493642570524,-1.3275250232760407,0
38.0,2,24,3.0,3,1,4.0,3,3,6.0,3.0,3.113424410990393,2,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.005357579283982935,0.20283801888421948,-1.7617092608609044,-0.014079787189877442,-0.5122736436742922,0
75.48248068873356,11,26,1.0,4,2,3.0,5,3,5.0,2.0,4.8277308126894605,2,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0034551259740342637,0.3774290521891541,-0.6799784294168911,0.2518975273849868,-1.281049004049587,0
109.49212705779236,9,27,3.0,2,1,1.0,5,4,10.0,3.0,4.768537288968176,3,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0,0.18640066929304025,-0.7818397391128005,1.06325063905704,1.0335131994145346,1
34.0,7,28,1.0,3,3,2.0,9,3,13.0,3.0,12.043282907261275,6,2.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0027700782676975478,0.36212942949908933,1.5743345069450871,-0.01743749989406473,-0.8526164059130663,0
21.0,15,30,3.0,3,1,4.0,2,3,0.0,3.0,0.0,0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0,0.0,-2.933185745078626,0.8534292665670559,-0.6787067231277966,0
34.0,6,31,3.0,3,1,1.0,3,3,8.0,3.0,3.6599978329410288,2,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.004557493989870803,0.1788352497655801,-1.6262855901248756,0.2053739690734752,0.3990694779432891,1
53.0,5,32,3.0,3,5,3.0,10,3,26.0,2.0,13.868297077566364,13,4.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.004811093397631777,0.20850288694102675,4.099877183287719,0.9002714511542592,-0.8451448118113686,0
32.0,16,33,3.0,1,1,1.0,3,4,10.0,3.0,9.859672562329589,2,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.010150692949154739,0.3854115954760915,-0.4075972571902946,-1.6447366183613508,1.3406395324584877,1
128.21843903013212,8,35,3.0,0,2,2.0,7,3,10.0,3.0,8.698012040251125,7,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.007670910571003216,0.340002639713562,1.1540131042770163,0.20725730698843325,0.7103821760191719,0
44.0,7,36,1.0,2,3,4.0,8,3,24.0,3.0,21.72537354631785,6,5.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0038389255059312895,0.3538492627361509,3.1168454199429836,-0.36525800829771554,-1.0779402730393646,0
46.0,2,38,2.0,3,5,1.0,10,3,22.0,2.0,2.548398127220702,2,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.01309090439864721,0.045280048229122835,1.6260816007576253,3.2095986163616943,0.2792432545935085,0
33.0,2,39,3.0,3,1,4.0,2,3,7.0,3.0,2.056556078479101,1,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0,0.1148430718858634,-2.1900071284638396,0.49797024463138134,-0.5923980168945885,0
44.0,10,40,4.0,3,2,4.0,7,3,9.0,4.0,3.750796688646777,2,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.004447166698493302,0.1629083326763853,-0.668702808134695,0.8720050340926433,-0.36697257852821474,0
30.0,9,41,3.0,2,1,3.0,5,3,10.0,3.0,9.8378022762163,0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0016955431363867915,0.3845566926574476,-0.9121184370042142,-0.72801724247634,-0.6280647391300697,0
39.0,5,42,4.0,3,2,4.0,1,3,19.0,4.0,1.2623045003152544,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0,0.025970051683157757,-1.489505891575295,1.5544990935040135,-0.08431742135114163,1
24.0,1,45,3.0,3,1,4.0,5,3,6.0,2.0,3.5935166690364846,0,2.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.009283618061547132,0.23411578562876148,-1.6616985974151108,-0.034432794226464496,-0.6663351201938174,1
43.0,2,46,3.0,4,1,3.0,2,3,6.0,2.0,5.042081760503961,3,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0033082403100305295,0.32848906552626006,-1.6047413720920227,-0.7171208646895231,-0.8045101403077662,0
50.0,3,47,3.0,2,1,3.0,2,3,3.0,3.0,3.4863164334493955,2,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.0,0.4542634894671642,-1.9287615721419897,-1.1883863955139131,-0.5593643541352047,1
35.0,2,49,3.0,3,1,4.0,1,3,2.0,3.0,2.772237419353896,2,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.012033903020078616,0.5418295790642664,-2.0116831743567527,-2.0567881157259986,-0.6430925380093111,0
36.0,5,51,3.0,2,1,1.0,7,3,6.0,4.0,1.172034065701011,1,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.0,0.07635742403522375,-1.6015924998044497,1.2707922878627065,0.691178640400152,0
33.0,1,52,3.0,4,2,1.0,5,3,10.0,3.0,5.463116271442517,3,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0030532789890932513,0.2135515500273945,-0.6512249832919961,0.4206073673653224,0.09811920199552686,0
35.0,4,53,3.0,3,1,4.0,1,3,1.0,3.0,1.3039192701674025,0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.5096980686836325,-2.6055136874525515,-1.5096652699640187,-1.1044664908697939,0
27.0,2,54,3.0,3,1,1.0,4,3,1.0,3.0,1.5162563964139406,0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.592700004182138,-2.187443368421132,-1.5961617904866334,-0.31169248657278154,0
26.0,25,55,3.0,1,1,3.0,5,3,1.0,2.0,0.4827988217571577,0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0,0.18872458797296834,-2.3026457827091207,0.33289782292650943,-0.7718908114414958,1
89.1847734222572,8,56,4.0,3,3,3.0,8,3,9.0,3.0,9.102141471000664,8,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0018325817259281843,0.39533326221429316,1.1673411338852595,-0.0485302953169043,-0.7109488832012375,0
30.0,1,57,3.0,3,2,4.0,5,4,12.0,3.0,12.240608864214064,8,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0.00408813441674494,0.39873472488834055,0.7964101452292637,-1.633166340681547,-0.39433448063124227,0
41.0,12,58,2.0,3,5,3.0,10,3,23.0,3.0,22.233528586364443,15,15.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.011253556579048005,0.37787037226480097,5.9822134467844315,-1.4808201351252275,-0.06004909895681925,1
34.0,23,60,2.0,3,2,3.0,5,4,10.0,3.0,9.56850870931673,5,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.01394609641548627,0.3740300892013904,0.7786052033300829,-1.411068152360771,0.3043409254423948,0
37.0,19,61,3.0,3,1,2.0,7,4,8.0,3.0,1.2234450723870338,0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0,0.05978011875460275,-1.6117743762676517,1.3913681312253239,0.3224005065647546,0
46.0,5,62,1.0,3,2,4.0,6,4,14.0,3.0,8.427525739964299,6,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,0.2353067233377948,0.3937018469807257,0.27666625347317186,-0.7734276837021663,0
35.0,8,63,3.0,4,1,4.0,1,3,1.0,3.0,1.295658058463991,0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0,0.5064687862069076,-2.61895324748368,-1.4446490526980782,-1.3158651475557843,0
48.0,1,64,1.0,2,3,3.0,5,3,23.0,3.0,0.5584606707602333,0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,0.009491329310851691,-0.18034913822486698,2.848667337603433,-0.2660534430094743,1
28.0,5,65,3.0,3,1,3.0,5,3,2.0,2.0,1.650310975801759,2,2.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.02021487873637291,0.32255076534974664,-1.734246712389831,-0.615640186134533,-0.21023258545086365,1
44.0,1,68,2.0,3,2,1.0,6,4,9.0,2.0,3.790745559394784,3,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.004400300116484746,0.16464343176761603,-0.6012936606705086,0.8124127850480051,0.558092343776089,0
35.0,11,70,3.0,5,3,1.0,8,3,10.0,3.0,3.9442906117092047,0,2.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.008458006657547309,0.15418111788907468,-0.23918137582606,1.572309005858448,0.04568073489260965,0
26.0,23,72,3.0,2,2,4.0,3,3,5.0,2.0,1.228137298654052,2,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.0,0.09601502539676987,-1.7647582108238953,0.7424762123420717,-1.1239007964799237,0
33.0,1,73,1.0,3,3,4.0,9,3,15.0,3.0,15.55844672010084,14,8.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.008576906641981694,0.40544996030490416,3.3985333507572246,-1.5865277842898664,-0.8995219673850678,0
