timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-06T12:25:13.409666,0.0,75.3
2025-06-06T12:25:18.430518,82.7,77.0
2025-06-06T12:25:23.461461,100.0,77.2
2025-06-06T12:25:28.487327,100.0,77.2
2025-06-06T12:25:33.509882,100.0,77.7
2025-06-06T12:25:38.530572,100.0,79.0
2025-06-06T12:25:43.555953,100.0,79.1
2025-06-06T12:25:48.607671,100.0,79.4
2025-06-06T12:25:53.633685,100.0,78.9
2025-06-06T12:25:58.658651,100.0,78.2
2025-06-06T12:26:03.693917,100.0,78.7
2025-06-06T12:26:08.725730,100.0,78.0
2025-06-06T12:26:13.753855,100.0,77.7
2025-06-06T12:26:18.819939,100.0,78.2
2025-06-06T12:26:23.843389,100.0,78.5
2025-06-06T12:26:28.870938,100.0,77.6
2025-06-06T12:26:33.903091,100.0,77.0
2025-06-06T12:26:38.930267,100.0,78.2
2025-06-06T12:26:43.964955,100.0,77.2
2025-06-06T12:26:48.994687,100.0,78.2
2025-06-06T12:26:54.025820,100.0,78.2
