timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-06T13:16:01.608688,0.0,74.6
2025-06-06T13:16:06.631527,90.8,76.8
2025-06-06T13:16:11.650797,100.0,77.2
2025-06-06T13:16:16.687277,100.0,77.7
2025-06-06T13:16:21.732960,100.0,77.3
2025-06-06T13:16:26.753911,100.0,77.4
2025-06-06T13:16:31.781407,100.0,77.5
2025-06-06T13:16:36.806543,100.0,77.1
2025-06-06T13:16:41.834902,100.0,76.6
2025-06-06T13:16:46.847472,100.0,76.8
2025-06-06T13:16:51.880005,100.0,76.7
2025-06-06T13:16:56.920056,100.0,75.4
2025-06-06T13:17:01.955918,100.0,76.3
2025-06-06T13:17:06.994790,100.0,76.3
2025-06-06T13:17:12.025201,100.0,75.2
2025-06-06T13:17:17.048458,100.0,76.0
2025-06-06T13:17:22.075346,100.0,76.9
2025-06-06T13:17:27.097169,100.0,76.5
2025-06-06T13:17:32.111264,100.0,75.8
2025-06-06T13:17:37.132751,100.0,75.5
2025-06-06T13:17:42.163098,100.0,76.5
2025-06-06T13:17:47.190480,100.0,76.5
2025-06-06T13:17:52.215365,100.0,75.0
2025-06-06T13:17:57.238218,100.0,75.9
2025-06-06T13:18:02.266774,100.0,76.9
2025-06-06T13:18:07.289533,100.0,77.0
2025-06-06T13:18:12.322149,100.0,75.1
2025-06-06T13:18:17.353267,100.0,75.7
2025-06-06T13:18:22.383129,100.0,75.9
2025-06-06T13:18:27.414580,100.0,76.3
2025-06-06T13:18:32.440790,100.0,75.0
2025-06-06T13:18:37.492752,100.0,75.9
2025-06-06T13:18:42.514287,100.0,76.1
2025-06-06T13:18:47.543148,97.9,76.3
