timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-04T17:56:35.994907,0.0,75.6
2025-06-04T17:56:41.011948,81.8,76.7
2025-06-04T17:56:46.038099,100.0,78.4
2025-06-04T17:56:51.052451,100.0,79.2
2025-06-04T17:56:56.079876,100.0,79.1
2025-06-04T17:57:01.106453,100.0,79.3
2025-06-04T17:57:06.134707,100.0,78.1
2025-06-04T17:57:11.161572,100.0,79.3
2025-06-04T17:57:16.202194,100.0,78.3
2025-06-04T17:57:21.228143,100.0,78.6
2025-06-04T17:57:26.263373,100.0,79.1
2025-06-04T17:57:31.285562,100.0,77.9
2025-06-04T17:57:36.304731,100.0,78.0
2025-06-04T17:57:41.328398,100.0,79.1
2025-06-04T17:57:46.349255,100.0,78.9
2025-06-04T17:57:51.372935,73.2,76.6
