timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-06T12:46:21.243653,0.0,76.6
2025-06-06T12:46:26.279686,93.3,78.2
2025-06-06T12:46:31.303693,100.0,78.3
2025-06-06T12:46:36.328226,100.0,78.1
2025-06-06T12:46:41.383518,100.0,77.9
2025-06-06T12:46:46.409150,100.0,78.5
2025-06-06T12:46:51.446508,100.0,78.4
2025-06-06T12:46:56.468611,100.0,78.0
2025-06-06T12:47:01.498827,100.0,78.0
2025-06-06T12:47:06.527443,100.0,79.1
2025-06-06T12:47:11.560978,100.0,78.7
2025-06-06T12:47:16.581878,100.0,78.8
2025-06-06T12:47:21.620380,100.0,78.5
2025-06-06T12:47:26.649172,100.0,78.6
2025-06-06T12:47:31.677600,100.0,77.7
2025-06-06T12:47:36.706221,100.0,78.9
2025-06-06T12:47:41.727332,100.0,79.3
2025-06-06T12:47:46.746072,100.0,78.9
2025-06-06T12:47:51.770115,100.0,78.9
2025-06-06T12:47:56.792801,100.0,78.2
2025-06-06T12:48:01.825364,100.0,78.5
