timestamp,cpu_percent_system,virtual_memory_used_bytes_system,virtual_memory_total_bytes_system
2025-06-08T11:49:02.574118,0.0,6289899520,17179869184
2025-06-08T11:49:02.778241,45.7,6300106752,17179869184
2025-06-08T11:49:02.980964,52.5,6283427840,17179869184
2025-06-08T11:49:03.185915,60.8,6188482560,17179869184
2025-06-08T11:49:03.397204,0.0,6188482560,17179869184
2025-06-08T11:49:03.602044,84.0,6144458752,17179869184
2025-06-08T11:49:03.803807,98.1,6089555968,17179869184
2025-06-08T11:49:04.006126,0.0,6023512064,17179869184
2025-06-08T11:49:04.212908,0.0,6018793472,17179869184
2025-06-08T11:49:04.414400,0.0,6011912192,17179869184
2025-06-08T11:49:04.619631,73.3,5803065344,17179869184
2025-06-08T11:49:04.824817,26.5,5832228864,17179869184
2025-06-08T11:49:05.030132,35.4,5863407616,17179869184
2025-06-08T11:49:05.242808,84.3,5844385792,17179869184
2025-06-08T11:49:05.451469,100.0,5875875840,17179869184
2025-06-08T11:49:05.654449,84.3,5926912000,17179869184
2025-06-08T11:49:05.859651,65.4,5997166592,17179869184
2025-06-08T11:49:06.064861,97.6,6021775360,17179869184
2025-06-08T11:49:06.270080,46.3,6022184960,17179869184
2025-06-08T11:49:06.475310,0.0,6022184960,17179869184
2025-06-08T11:49:06.680520,46.6,6003802112,17179869184
2025-06-08T11:49:06.885745,43.6,6001180672,17179869184
2025-06-08T11:49:07.090948,45.4,6001180672,17179869184
2025-06-08T11:49:07.296151,0.0,6001180672,17179869184
2025-06-08T11:49:07.501378,0.0,6001180672,17179869184
2025-06-08T11:49:07.706612,44.6,5985370112,17179869184
2025-06-08T11:49:07.911831,48.4,5976195072,17179869184
2025-06-08T11:49:08.114943,47.6,5959139328,17179869184
2025-06-08T11:49:08.320290,53.0,5959139328,17179869184
