timestamp,cpu_percent_system,virtual_memory_percent_system
2025-06-06T12:49:32.072556,0.0,74.0
2025-06-06T12:49:37.092432,93.3,75.0
2025-06-06T12:49:42.117133,100.0,75.5
2025-06-06T12:49:47.139910,100.0,76.2
2025-06-06T12:49:52.173955,100.0,75.3
2025-06-06T12:49:57.197739,100.0,75.5
2025-06-06T12:50:02.215424,100.0,76.8
2025-06-06T12:50:07.243024,100.0,76.8
2025-06-06T12:50:12.266510,100.0,76.9
2025-06-06T12:50:17.300422,100.0,76.8
2025-06-06T12:50:22.340668,100.0,77.1
2025-06-06T12:50:27.377396,100.0,77.6
2025-06-06T12:50:32.404937,100.0,77.6
2025-06-06T12:50:37.445870,100.0,77.6
2025-06-06T12:50:42.474155,100.0,77.5
2025-06-06T12:50:47.501627,100.0,77.9
2025-06-06T12:50:52.551082,100.0,77.8
2025-06-06T12:50:57.590001,100.0,77.9
2025-06-06T12:51:02.629051,100.0,78.3
2025-06-06T12:51:07.660150,100.0,78.5
2025-06-06T12:51:12.684675,100.0,78.4
2025-06-06T12:51:17.710725,100.0,77.8
2025-06-06T12:51:22.749478,100.0,78.1
2025-06-06T12:51:27.783804,100.0,78.5
2025-06-06T12:51:32.830738,100.0,77.4
2025-06-06T12:51:37.871101,100.0,77.9
2025-06-06T12:51:42.889003,100.0,78.7
2025-06-06T12:51:47.912540,100.0,79.5
2025-06-06T12:51:52.961906,100.0,78.6
2025-06-06T12:51:58.009215,100.0,78.2
2025-06-06T12:52:03.032992,100.0,79.1
2025-06-06T12:52:08.065865,100.0,78.2
2025-06-06T12:52:13.096070,100.0,78.8
2025-06-06T12:52:18.126790,100.0,78.4
2025-06-06T12:52:23.150651,96.5,74.2
