Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Other,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Over18_Y,OverTime_No,OverTime_Yes,StagnationScore,TenureRatio,PCA1,PCA2,PCA3,Attrition
41,1102,1,2,1,1,2,94,3,2,4,7,19479,8,11,3,1,80,0,8,0,1,6,4,0,5,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,0.0,0.75,-0.2284479987653969,1.227380730808181,-0.8470626688374426,1
49,279,8,1,1,2,3,61,2,2,2,6,24907,1,23,4,4,80,1,10,3,3,10,7,1,7,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,0.1,1.0,0.810780508947371,-1.0841771416405586,3.2417382585913463,0
37,1373,2,2,1,4,4,92,2,1,3,1,2396,6,15,3,2,80,0,7,3,3,0,0,0,0,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,0.0,0.0,-2.901418447954229,1.9126100587284047,-0.1526808227363658,1
33,1392,3,4,1,5,4,56,3,1,3,3,23159,1,11,3,3,80,0,8,3,3,8,7,3,0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,0.375,1.0,-0.7421218636976541,-1.1684892002874365,-1.3019881084574412,0
27,591,2,1,1,7,1,40,3,1,2,4,16632,9,12,3,4,80,1,6,3,3,2,2,2,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,1.0,0.3333333333333333,-1.6795514952086552,0.812275863765995,-1.0555539125946911,0
32,1005,2,2,1,8,4,79,3,1,4,3,11864,0,13,3,3,80,0,8,2,2,7,7,3,6,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,0.42857142857142855,0.875,-0.47934476868243336,-1.894787733782297,-0.8274413332300978,0
59,1324,3,3,1,10,3,81,4,1,1,2,9964,4,20,4,1,80,3,12,3,2,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,0.0,0.08333333333333333,-1.7532991706659704,2.60232003452001,2.722678452142572,0
30,1358,24,1,1,11,4,67,3,1,3,2,13335,1,22,4,2,80,1,1,2,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.0,1.0,-3.104710855854051,-1.246745406725546,3.0312892041617796,0
38,216,23,3,1,12,4,44,2,3,3,8,8787,0,21,4,2,80,0,10,2,3,9,7,1,8,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,0.1111111111111111,0.9,1.2035182478027622,-1.1569119264175447,2.9968267837996394,0
36,1299,27,3,1,13,3,94,3,2,3,6,16577,6,13,3,2,80,2,17,3,2,7,7,7,7,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,1.0,0.4117647058823529,1.5494549567427218,0.37684035878387784,-0.6238340547311915,0
